RIDGE,NUB,CRACK,WEIGHT,DENSITY,OBSERVATION_NUMBER
9.0331,-6.0411,-3.9471,-18.774,-0.2651,57.0
-7.8086,-1.2599,3.8948,16.6863,0.2999,394.0
4.1168,6.8042,-10.7194,-5.8508,2.0937,192.0
-11.3112,-8.9979,11.2525,23.6027,-1.0351,3403.0
2.4095,-0.7485,-9.7173,-4.9077,-2.6558,3707.0
-6.5684,-3.5656,-6.9433,5.6328,1.9692,3473.0
-3.4331,-1.2658,0.3111,8.6925,-0.5599,3590.0
-9.572,4.9373,0.5255,18.7195,2.0667,1678.0
9.4113,3.1102,2.6976,-6.3351,-2.8963,371.0
4.8872,3.0121,-7.0586,-11.8439,1.8271,628.0
-18.7663,-12.1241,-9.0312,23.7861,3.7926,3526.0
-3.2143,-3.7598,8.6723,8.0714,0.0749,3449.0
1.7752,-2.115,-10.01,-9.9736,-0.5746,2151.0
3.7033,-6.655,-4.7461,-0.2693,-2.623,3255.0
4.7137,6.6437,2.3935,-8.9055,-0.4694,3180.0
6.4626,0.3953,-7.6488,-10.4978,-1.895,3117.0
5.7432,2.4711,1.6408,-10.7969,0.2822,2259.0
-2.3981,0.1364,12.8479,12.527,-1.5894,2520.0
-0.4678,0.1568,5.3246,-4.5779,1.4402,564.0
-4.2911,0.3283,-14.0553,6.3462,3.5122,3102.0
-1.152,1.4805,3.2375,-0.5939,2.1235,2.0
6.6162,-3.4128,-0.7616,-16.0826,0.9554,1780.0
-4.1095,-2.2906,-1.332,4.6366,0.6202,532.0
4.559,-5.169,4.9818,-5.8077,-1.0551,786.0
3.5527,1.6213,12.541,-2.9135,-0.7621,334.0
5.2545,-1.2837,-9.5935,-11.1422,-1.8158,2337.0
-0.3474,0.2402,-0.2465,0.7015,0.1969,2428.0
6.9285,-7.2862,-7.1145,-17.7599,-1.3816,112.0
12.8068,-3.7012,-3.8231,-17.2326,-2.3365,557.0
-2.3471,-2.347,11.4156,15.1058,-4.1978,150.0
8.9275,4.4793,-2.4665,-9.961,-2.4825,313.0
5.8848,4.9242,6.1011,-12.7203,0.2413,2634.0
-7.5805,-7.3698,6.8765,10.6959,-0.7548,3377.0
12.1528,4.5295,-1.9345,-20.1845,-0.0117,1458.0
-1.8404,9.1532,6.5186,4.0076,3.2583,1741.0
-6.7395,2.1102,4.0858,13.4709,0.9475,1747.0
-2.0029,-1.3243,-7.9155,-6.5804,3.2766,3421.0
-2.5946,-0.3829,-1.4967,6.612,-2.0071,1866.0
-9.128,2.9383,4.4745,16.9545,1.0731,3638.0
-1.9482,-0.6618,7.9533,-0.3106,3.205,3256.0
6.3192,-1.3547,-16.0197,-9.8958,0.3063,661.0
-4.9553,-6.4166,-2.7006,16.554,-5.2079,906.0
-1.9178,7.8545,5.5142,-2.0835,4.0904,3387.0
-2.678,3.2639,2.9209,2.5769,2.0449,1685.0
-6.9921,4.4279,5.2751,8.113,3.547,3089.0
8.9442,-1.6763,-16.8114,-17.1485,0.7907,3391.0
-5.5529,-2.7807,10.8168,4.0039,3.1384,1373.0
-5.4256,-2.0372,10.0975,4.7661,2.8225,2590.0
-5.101,9.0121,1.179,3.8126,4.9036,1574.0
-16.0535,-5.2076,3.7497,18.3184,2.2283,598.0
-2.8967,-9.4925,4.1479,6.9597,-1.9133,930.0
-1.4611,-2.277,-2.2271,5.58,-2.8082,1708.0
0.1458,1.8162,12.3123,1.8908,0.0718,501.0
-5.4512,-1.7329,19.8036,12.0577,1.3777,706.0
0.1982,3.7593,-10.618,0.3239,-1.6954,2868.0
10.4386,0.9815,2.7653,-18.9269,-2.0447,3261.0
0.2109,-0.5475,4.3525,-3.8348,2.0758,767.0
10.1548,0.0818,-6.9661,-13.401,-6.2305,306.0
-7.5214,1.9446,-9.3093,3.3278,7.6528,3634.0
2.4377,7.06,3.2097,-3.4987,0.011,1144.0
5.8203,0.6627,9.5602,-8.5612,-2.857,865.0
2.3556,-0.4421,10.6351,-6.6862,0.2983,2620.0
5.2227,1.8414,-1.0786,-6.8766,-1.2072,3640.0
-1.4304,-3.0355,-15.3494,-4.4401,2.1727,1552.0
4.3264,5.8484,4.3173,-1.522,-0.6263,273.0
-2.3058,-0.5896,-11.6024,1.6219,3.7631,3176.0
12.6223,0.0792,-11.1227,-21.9518,-2.2144,3628.0
2.0596,1.8538,-12.3955,-4.1832,0.6997,2932.0
9.6551,-2.4935,-4.0268,-11.3415,-3.1507,1135.0
17.4929,-5.5177,-5.0649,-7.0165,-11.8772,1923.0
3.0471,5.365,-9.3685,-1.1199,-0.7245,1727.0
1.4158,4.9298,-4.2869,-9.8879,2.0224,781.0
-0.1799,2.0036,9.91,-0.1886,1.5534,1834.0
1.7612,-5.159,6.5097,2.5786,-6.6413,1075.0
0.4699,0.8907,-0.5952,1.4782,-1.0006,3236.0
3.4726,7.4904,13.7835,-2.1406,-0.6306,368.0
-2.8273,4.3222,8.4394,11.3763,-1.4874,1550.0
6.8975,-5.2735,-0.4793,-11.9667,-3.1753,1147.0
5.2855,1.2095,-1.22,-6.8971,-2.826,1868.0
-11.7642,-10.7753,-3.8288,15.5942,1.2316,1583.0
-3.2154,-5.8329,14.7778,7.7795,-1.6163,631.0
1.4513,-2.3212,-0.9996,-2.496,-0.367,3138.0
-0.9377,-1.6976,-8.6205,3.9241,-3.0847,914.0
11.6254,9.4374,-11.8092,-21.6331,2.0104,2730.0
12.5461,-2.4438,4.9804,-13.2286,-5.6034,98.0
-0.3179,0.5091,-0.3657,0.8436,-0.4453,1515.0
-0.4318,-3.1523,-0.5866,-1.8942,2.4996,2558.0
-5.3994,-2.4148,-7.3597,8.827,0.0128,608.0
1.5211,5.3579,1.8694,-9.7498,6.268,698.0
2.3899,5.9678,-5.4965,-7.7987,0.9256,1545.0
1.0242,5.095,-8.0401,-8.1738,3.6134,2283.0
1.599,0.8529,-7.6023,0.8329,-0.3067,2757.0
0.2269,0.53,-0.4188,1.1695,-0.2362,1248.0
7.5808,6.3666,-5.3859,-13.4782,1.3158,3330.0
0.1139,-3.2934,6.7399,8.429,-2.064,594.0
-0.1826,-3.9439,-0.5911,-5.3646,-0.5727,3075.0
1.673,-13.0386,-9.0267,-9.3909,2.3283,3322.0
-14.1873,2.4583,-6.0792,14.4717,9.4198,2159.0
0.0664,3.8635,-5.5087,2.5125,-0.7537,2631.0
-3.6393,-4.8573,-2.9545,-1.2295,1.4071,2064.0
-3.258,-5.1121,-15.2072,-2.9152,3.7838,64.0
13.2344,1.0435,-6.149,-13.6482,-7.5471,2859.0
-5.9087,-4.8748,-13.9406,8.1449,0.0165,871.0
2.0569,-4.6036,1.324,-4.8188,-0.3956,1368.0
6.1718,9.1297,8.6109,-4.4124,-1.3769,1461.0
10.3715,13.4361,8.1921,-15.2638,1.4503,3797.0
1.2943,6.2992,-2.0342,-9.5844,2.476,3741.0
-7.5128,-1.3987,-15.5081,6.6993,5.3072,128.0
-8.2005,-9.8836,-10.508,15.6362,-0.458,1185.0
-2.1532,-7.2031,-20.0722,2.4915,0.1734,728.0
2.6281,-0.5856,-10.7661,5.5189,-5.0545,3563.0
3.2464,-0.6229,10.0632,-8.3325,2.0595,2485.0
1.5403,-2.1947,6.5355,-4.6836,0.5426,1693.0
-8.693,3.4635,10.083,16.4118,1.2229,2381.0
8.9706,-4.9577,-2.6202,-11.282,-3.7942,3327.0
2.8684,1.4207,-16.3786,-5.8956,2.3502,893.0
-10.3758,-7.1688,-12.5436,12.6555,3.9658,2244.0
-6.7655,-5.9296,-14.65,6.424,-0.6132,851.0
7.5473,6.908,-2.1255,-7.7748,0.7158,1170.0
7.5149,6.7026,5.6876,-6.8159,-2.92,2372.0
-4.5608,-4.9874,4.7422,4.9258,1.9469,2321.0
-5.4639,0.8403,7.8192,11.3917,2.0873,1600.0
-1.6777,-2.765,-2.791,-0.0623,1.5587,2288.0
-2.4424,3.6967,-5.8847,-0.7001,2.4263,21.0
-1.0526,-6.8701,4.8413,15.1849,-5.2253,2849.0
-0.0529,0.4523,-0.3625,0.9711,-0.1802,3423.0
-1.3546,4.7847,3.0996,10.3437,-2.393,3481.0
-10.5869,1.5886,17.7513,17.3068,1.4994,3357.0
5.2029,-2.0651,-2.6215,-5.6513,-3.3541,2022.0
-20.8654,4.9783,2.3278,27.4623,9.3707,1614.0
10.3633,-5.4291,7.3388,-16.4887,-2.0967,1155.0
-2.2999,-5.16,-1.9615,4.4005,1.9433,1746.0
6.5572,-4.378,2.0906,-2.7285,-4.8493,1419.0
2.0167,-8.4211,-10.5775,-8.3335,-0.6166,1400.0
0.0604,5.0671,4.7802,4.399,-2.2862,1814.0
-7.1921,3.7421,8.2713,10.0902,3.434,2467.0
-1.9259,5.7601,2.3117,3.0862,0.9604,3333.0
18.2575,-14.1421,-16.3293,-32.2765,-6.5374,1382.0
5.4688,9.9388,-7.3817,-11.9311,3.7168,3018.0
10.3375,-0.0759,-0.7591,-12.6306,-3.3787,792.0
1.526,6.0938,4.4113,-6.676,2.729,2481.0
-4.9582,0.9534,-12.4585,-0.0255,4.612,2600.0
0.7474,0.9412,-9.9079,-3.3013,-0.0103,2871.0
-1.3777,7.374,-6.646,-7.0353,6.6298,3136.0
-7.6616,-7.5786,-2.4268,15.7941,-1.7258,967.0
-2.4947,0.6359,1.5763,0.6091,4.1432,1156.0
-11.7047,-9.541,6.9538,13.8132,0.4828,2824.0
3.464,-8.2061,-1.4219,-3.3024,-3.8587,3840.0
-3.5118,1.3535,18.6884,12.3371,-4.1896,1179.0
0.9908,6.7711,-7.748,-1.4809,1.1004,2193.0
-2.7298,1.4146,-1.8205,8.2981,-1.7708,1721.0
4.0081,6.0946,4.1175,-7.6221,0.1592,2347.0
4.5489,-7.4642,1.6879,-4.0591,-4.5494,3732.0
9.8167,1.3311,-2.463,-20.6503,1.0905,2905.0
9.5841,-0.5497,2.1549,-10.6743,-3.8864,2240.0
6.6234,-1.5129,-7.0108,-7.0396,-2.2835,964.0
4.5215,-6.7187,-11.8399,-7.4617,-1.7497,1125.0
-3.2775,-2.9531,-0.1063,12.9449,-3.6181,3445.0
-1.4352,-2.1624,-8.8316,8.748,-1.4131,3569.0
7.589,-6.8918,-5.8131,-15.4707,-1.9897,3529.0
-13.9684,-0.6444,1.4296,24.9238,1.294,3580.0
-1.4689,4.4575,15.2096,3.4274,-0.5803,838.0
-10.7319,3.9704,4.8669,14.9514,5.107,74.0
0.7973,5.2594,-8.0939,-10.4614,3.949,2731.0
2.5823,-3.7277,5.8707,1.0185,-2.9797,2538.0
5.2572,0.1873,-0.5924,-6.3336,-2.1888,3773.0
2.5075,-2.3989,-2.1268,-10.2404,-0.6075,2604.0
-4.9058,-5.7453,-5.3201,5.7001,1.9456,437.0
3.9922,3.5059,-0.6402,-9.1613,0.2993,1182.0
-12.9464,-5.1949,1.9474,20.9977,3.155,647.0
-4.7585,-2.5128,4.9059,7.9223,-2.1058,2103.0
-2.1458,-5.5781,-3.2837,11.4037,-3.1067,2496.0
-14.1816,-0.0173,9.7422,19.9712,3.259,2737.0
0.8582,-3.4757,-5.1907,-1.8509,0.5491,1235.0
-16.2738,-3.0438,2.2037,25.0273,3.4936,2893.0
7.6908,-2.1274,1.6784,-9.1591,-3.0226,587.0
-6.8567,5.6261,10.2832,5.3848,2.9337,1295.0
-3.4813,-0.0182,20.1723,6.1869,-1.9135,2460.0
-11.8862,2.1462,0.205,22.0863,-0.5257,646.0
-8.64,-2.0227,5.2316,15.0862,0.251,67.0
-5.8887,0.0472,6.9111,11.0112,-0.9831,1210.0
-1.2017,5.5715,-6.0462,5.5144,0.7572,3490.0
-2.0912,-0.28,17.914,6.5228,-0.7036,1076.0
3.2546,-6.02,1.5795,-7.5987,-1.2323,931.0
-5.3146,-6.6869,-5.6116,11.8592,-2.2794,750.0
0.6196,0.8128,-0.5734,1.5289,-0.739,538.0
-2.7535,-5.7229,3.2202,6.8717,-2.6225,3748.0
1.036,-2.0359,-6.31,-5.9188,-3.4625,807.0
-2.5532,-5.4744,-4.2298,5.7516,-2.0382,2186.0
0.1092,4.1753,-8.1735,-1.7984,1.2839,730.0
-5.2277,2.6242,12.8177,7.6768,0.6451,1925.0
3.8032,-0.371,-0.7485,-5.1293,-2.1129,3186.0
2.1476,8.8983,-11.2546,-7.0961,2.0819,2452.0
-3.7713,-13.6111,-9.1114,0.673,0.312,1598.0
-3.7994,-10.9179,-10.3487,5.855,-2.1814,2374.0
0.8841,0.7897,-3.5181,1.2794,1.077,3766.0
-0.7057,-0.1417,-0.0516,0.3161,0.9579,3284.0
13.0303,3.2404,7.6237,-14.1723,-8.2871,2373.0
3.4021,-1.2231,2.7426,-5.9083,-1.0467,434.0
8.5171,-4.5067,5.3861,-8.7414,-2.9755,187.0
7.0826,0.4897,2.5512,-11.6663,-2.5838,3252.0
-9.2114,-4.2661,1.9115,14.6041,-2.2482,3458.0
-1.2653,-0.297,0.0611,-0.0809,1.0699,312.0
-4.5627,-0.1974,-8.0327,3.6014,2.4318,3038.0
11.6185,2.0072,-6.5988,-19.0345,-0.7834,3066.0
-0.956,0.0495,-0.1145,0.2597,0.3717,2783.0
1.2781,9.7098,-9.6474,-4.3649,4.7519,2382.0
8.9384,-4.0457,-5.3151,-9.2325,-4.5097,3652.0
3.1233,1.6184,4.6922,-3.9592,-0.821,3309.0
-9.2425,3.8179,4.8573,17.3259,-0.954,2725.0
4.8796,-0.6246,7.7927,-5.3159,-4.2353,1787.0
6.1634,9.8677,-0.5484,-9.1516,1.4939,2427.0
-2.6581,9.2815,5.5927,-0.946,5.6853,1732.0
0.1367,-8.279,1.0735,0.1492,-3.5095,2881.0
-1.5308,-0.2874,-14.934,-7.0748,5.8521,395.0
-2.0443,11.4327,-4.3107,-2.1249,4.5943,883.0
-0.4494,-0.2382,-1.2961,6.4054,0.6093,126.0
-0.1676,-7.0411,-3.3011,2.1685,-1.9596,1507.0
1.2454,2.7082,8.0314,-8.9417,2.3585,3591.0
-8.491,5.953,-11.2476,6.3593,8.7117,3577.0
6.8144,-11.512,-14.371,-16.5493,-0.3444,3453.0
-0.3003,2.4091,14.0576,8.9736,-3.701,2743.0
-4.1083,-3.8281,-4.1593,0.9449,3.6588,2831.0
2.8616,-6.663,-1.2019,-4.4308,-0.6944,2275.0
-9.753,-10.5337,-5.9884,11.4413,1.6707,318.0
7.052,3.9664,2.0365,-5.2296,-0.8516,919.0
11.8478,9.0589,2.9073,-16.2744,-1.9859,2587.0
-1.2996,-0.1979,0.0208,-0.0547,0.8116,2334.0
-1.1699,-2.4236,16.2215,4.5399,0.0807,337.0
-2.2955,9.6145,10.5443,8.2726,0.7839,2585.0
6.1153,-6.7442,-5.9756,-16.1733,-0.7172,3504.0
7.7586,-4.0686,-13.3984,-5.7219,-4.1463,3090.0
-0.0553,0.6363,-0.4422,1.0552,-0.6304,2750.0
1.4513,-3.7569,-0.3397,-7.715,-0.8127,341.0
7.1502,-0.5111,-6.7585,-9.066,-2.7723,912.0
-0.3174,-5.8795,3.5481,4.7156,-1.9893,2869.0
6.5014,0.6474,2.7675,-3.3939,-3.4569,3534.0
-2.9128,0.8139,5.6761,2.4264,3.066,2108.0
1.2751,5.0119,2.2195,-1.9232,-1.4295,665.0
-1.1671,-0.2263,0.0225,0.009,0.9442,2839.0
-6.9516,-1.3104,15.7345,12.4741,-1.7265,1245.0
-4.8403,10.9842,13.1154,0.0535,6.131,164.0
-7.5471,-6.0622,4.9106,15.2223,-0.1445,455.0
-14.6721,-4.4618,1.1927,15.0963,7.7008,351.0
-2.7689,-3.8522,3.1316,16.298,-6.8692,3824.0
-3.8425,6.9518,9.7496,4.0174,0.108,2360.0
-1.6184,7.4644,7.535,3.5895,3.132,2403.0
-1.032,14.215,-5.342,3.8314,1.4702,567.0
-5.028,10.7097,-1.3871,6.717,4.7998,2498.0
15.5049,2.4912,-1.2938,-20.9451,-3.686,2931.0
-3.163,-0.5982,-7.1601,-1.0874,5.3783,3196.0
-10.6192,3.1971,6.631,9.6196,4.4629,601.0
-6.9634,0.0997,5.5203,14.243,0.7706,3672.0
-8.6358,7.1223,8.4719,9.1489,3.5422,484.0
-0.7703,-6.3523,4.6578,3.5962,-3.1739,2694.0
6.2876,-6.0921,1.7861,-8.077,-2.6376,2059.0
10.7077,-4.7766,-0.5578,-15.0673,-4.4252,1700.0
-0.709,7.2067,9.2041,3.955,0.5503,1748.0
7.6603,6.3194,-0.7624,-13.4722,-0.9243,1942.0
14.1495,3.8749,10.7982,-14.6235,-7.4874,3685.0
-1.5406,3.9351,21.236,7.6611,-3.2307,2109.0
6.7066,-7.6806,11.8021,-6.6148,-3.4491,3816.0
-18.4546,-2.3686,-9.1602,20.7146,8.7239,592.0
1.1853,5.0378,-2.995,3.6874,-1.3319,1542.0
3.2574,-2.8189,-4.4054,-1.9582,-2.6697,779.0
-7.0605,8.8114,-3.1409,11.6929,3.1908,1184.0
0.6972,3.7476,-12.0543,-7.3263,3.7914,2418.0
0.9119,7.4168,8.1095,-5.1732,3.7286,1903.0
4.3547,0.0572,-10.8907,-19.426,1.8794,3531.0
-10.0807,0.1965,12.5624,14.541,3.3611,935.0
-7.7751,3.6776,3.02,14.5659,3.0563,1881.0
5.65,4.2723,6.1919,-6.2352,-2.5287,494.0
-5.2014,5.6214,9.2822,6.9384,3.3714,1666.0
-11.5325,5.6374,-2.7112,11.7166,7.4597,2478.0
7.8342,1.2255,-0.0408,-12.3336,-1.9455,2787.0
3.8545,-0.7171,0.3307,-1.9785,-1.3482,3060.0
0.6024,0.8623,-0.5936,1.5419,-0.8681,1849.0
11.0191,4.4778,-2.961,-15.0704,-4.1611,2661.0
-0.7735,-5.7979,1.1494,5.53,-3.0522,2902.0
4.7911,7.7824,-2.5302,-5.863,0.2338,3527.0
2.538,11.5574,6.1229,-6.6069,-0.0467,3792.0
-6.8202,-6.9262,-1.3335,7.5634,1.5369,3753.0
6.2951,1.9841,-14.4245,-7.6967,0.1728,3059.0
1.1404,8.4741,6.0408,-1.3668,0.4966,637.0
-7.133,7.7427,-1.769,3.1466,7.0648,3318.0
-1.265,2.0523,-9.2337,3.0582,-2.1614,403.0
-1.2938,-0.9293,-6.7436,8.6525,-3.5177,272.0
-2.7833,-4.9381,-0.9865,10.0566,-2.6789,2536.0
8.7419,4.5955,-7.5228,-10.0172,-4.3068,1073.0
5.7042,0.3661,1.4537,-3.525,-5.9705,2326.0
-7.0358,6.6615,11.4073,6.1859,4.413,962.0
-6.7623,4.7428,6.1448,18.5704,-1.5372,2308.0
4.4381,0.6155,-1.9317,1.0406,-2.3824,2211.0
3.3828,-2.0647,3.2635,-9.3484,-0.3771,3821.0
-0.4957,6.963,5.2308,-4.8069,6.4243,364.0
-2.2539,-1.9582,-2.2155,3.7535,-3.479,3813.0
-2.3909,2.444,-1.5,6.5172,0.4843,2187.0
-1.4935,-0.5233,0.1779,-0.3185,1.5133,1690.0
14.8939,1.8454,-2.0088,-15.9426,-3.0714,2814.0
-7.4153,9.1701,-6.9967,7.8002,8.8931,458.0
0.9572,-9.5418,-8.4296,-7.3481,-0.2287,2356.0
-12.1417,8.1067,15.9409,13.4578,8.0103,669.0
9.158,-3.7034,0.6267,-10.8317,-4.8256,30.0
-0.9837,3.575,1.7639,0.0539,1.2295,1592.0
4.4536,1.3714,0.2631,-5.8983,-0.8219,1889.0
-13.7387,3.7381,-0.1484,15.0095,5.1941,1108.0
3.3316,5.2174,5.1813,-8.5833,-2.8016,3195.0
2.7796,2.99,15.8587,-5.2863,-0.6358,196.0
0.6683,-1.3771,-9.073,4.6465,-2.8397,2450.0
0.3181,-16.3105,-7.3172,3.6868,-5.3438,907.0
1.4156,-2.5532,-11.8285,-6.2723,3.5645,1277.0
8.7023,-7.1979,12.5585,-7.0139,-5.2972,3637.0
9.3026,-7.1333,-8.1851,-18.5164,-4.4891,2753.0
-0.0765,5.1512,0.7021,-4.2041,6.8118,125.0
3.5594,-6.9428,-5.1062,-9.1476,-1.8189,3054.0
-1.6751,-0.5303,0.1956,-0.4271,1.4435,130.0
-1.1846,-3.4845,-10.9753,4.3785,-3.9129,2642.0
1.9569,5.5071,-2.6682,-11.1292,4.9227,483.0
-6.3241,6.1432,1.6251,9.6185,4.0632,1260.0
-3.4391,-10.5063,-3.7135,2.4596,2.2433,2067.0
-3.6951,-0.8458,-5.7493,4.0558,2.3722,734.0
-1.5136,-1.0599,-7.6118,-3.214,1.8927,872.0
-10.9367,4.6564,-2.2463,17.7064,4.2083,1317.0
-12.3839,2.2985,19.1549,21.7059,1.3075,2241.0
-11.9286,4.9431,0.2437,16.019,5.3339,3293.0
-5.6806,2.2065,10.9377,11.8698,1.7036,2804.0
-2.3178,0.9025,-4.4023,3.1761,1.3478,1287.0
-12.9827,-0.8128,3.5488,13.1574,4.6272,1529.0
4.637,7.387,-1.821,-5.6736,-0.3413,3509.0
-8.3907,-3.8204,16.1562,17.9866,0.302,2723.0
-8.8494,-1.2611,-0.7427,15.973,1.6892,1224.0
7.2929,-2.0766,-1.4449,-7.0969,-5.5632,1412.0
6.1944,2.9694,-5.6247,-13.1979,-1.6169,3001.0
4.6992,-2.4488,-1.1839,-7.6888,-1.5733,668.0
6.3135,-4.7092,6.6281,-8.8661,-5.2151,1736.0
-0.5975,6.1798,-12.2384,5.2064,-1.9759,2294.0
7.136,5.8428,-4.4634,-12.8161,0.1978,329.0
-7.062,-1.2963,13.2426,3.0016,6.4696,627.0
-1.6898,-0.6647,0.2552,-0.4982,1.7646,300.0
8.2739,0.226,8.7423,-9.3158,-2.233,929.0
-4.1943,-1.2765,5.8804,6.0519,2.4198,1544.0
5.6671,0.9057,2.3296,-10.6863,-2.0145,100.0
-3.8945,8.8042,5.95,8.6138,0.6613,3507.0
5.7934,0.6216,-4.9558,-16.9657,3.6757,1802.0
-10.018,6.4596,2.6216,8.2896,7.2841,1265.0
-9.0292,2.9723,3.6759,13.882,4.2106,10.0
13.3883,-3.957,2.0646,-16.8715,-6.7054,3269.0
4.2234,-4.0912,9.6351,-3.0392,-3.9945,1533.0
5.8729,-4.1233,-7.4979,-8.1784,-1.9182,1724.0
-3.1489,9.9221,-8.8148,3.4338,3.0745,841.0
-2.0446,7.2108,3.218,6.863,1.6686,1122.0
-3.2855,-2.3849,-3.3869,2.6926,2.8805,1427.0
-4.5044,-1.5032,-3.8027,10.8244,0.0847,2906.0
9.7174,-6.3657,-11.5415,-20.0465,-1.195,38.0
3.7085,-4.097,-3.1062,-7.042,-1.8177,2348.0
-3.6645,-6.6569,-2.3104,1.5834,2.3915,3409.0
-11.317,-0.0586,0.5779,14.8867,4.5791,2798.0
2.811,-6.551,15.2837,1.3032,-3.1396,2941.0
-3.0191,-0.5531,-8.1564,2.5816,1.2423,2602.0
3.6947,0.9412,9.2431,-1.7357,-0.3252,2801.0
-2.0632,3.553,-0.3716,1.4493,1.6262,2651.0
3.499,-7.8254,-5.3291,-5.3231,-1.7477,1107.0
6.0894,7.1893,-0.2076,-3.4513,-0.7065,2012.0
8.0481,0.9117,3.5852,-8.0861,-4.9618,3354.0
-3.9252,5.9422,2.6545,11.6613,1.368,406.0
6.9392,5.8118,6.4607,-2.2745,-2.9679,3757.0
1.7619,-4.2253,-3.3058,-0.8849,-2.8867,2890.0
-5.9075,1.4083,-15.6885,3.6691,4.0789,267.0
10.5169,11.0105,-4.5333,-27.1982,3.272,2429.0
2.8426,10.2912,1.8575,-4.2217,1.6374,304.0
0.9604,2.014,-11.0167,-4.1614,0.6159,2625.0
8.0676,3.633,6.3746,-9.3645,-1.085,2190.0
5.0349,-7.8408,-2.5654,-5.257,-5.5195,3512.0
14.6113,-1.1615,-0.3631,-21.1381,-4.0374,362.0
-5.4257,3.319,6.6127,8.151,0.7432,3699.0
-5.3219,-4.6447,1.0849,8.663,1.0334,716.0
-3.4391,3.6321,-5.627,-0.0674,2.7929,2711.0
3.827,-2.0143,8.9167,-4.0295,-3.6028,3095.0
8.5177,-3.0301,-4.6314,-6.0594,-4.3851,609.0
6.8118,-5.5797,-2.2498,-7.4905,-3.3078,2011.0
1.1723,-5.0424,-13.2462,-2.0323,1.2553,3041.0
9.0244,2.8838,2.6531,-15.4918,-1.2259,2755.0
-1.3269,5.3313,5.8164,-1.7748,2.6975,1887.0
4.9371,1.5899,-7.8861,-9.2196,-1.5687,3722.0
-0.4975,-5.5546,3.7534,-5.3555,0.162,1014.0
-12.1587,5.047,6.6436,13.5442,6.2088,3432.0
8.0701,0.6373,5.5663,-10.9842,-4.9104,2255.0
7.2606,5.3656,3.6096,-10.9075,0.0783,3168.0
7.9183,7.6592,2.8882,-6.8087,0.0572,3737.0
-1.5582,3.3821,9.6581,2.6842,1.1389,3050.0
-1.2359,-5.1708,10.4367,6.6305,-3.9353,2894.0
-10.9369,3.0758,4.3842,18.7039,1.9237,2593.0
-0.3206,-7.2602,-7.9428,0.9122,-2.8385,857.0
12.6267,11.7343,8.1593,-20.2263,-1.5484,1919.0
-1.1991,6.5388,-7.4508,-0.5094,0.9862,2098.0
-0.8656,5.4375,-5.3249,1.1501,0.8828,1454.0
4.6545,-1.0572,-10.2187,-11.955,2.9067,1159.0
-10.0401,-7.3976,-11.1245,16.0132,1.6986,3188.0
4.334,-2.9336,9.0104,-8.5037,1.0005,2900.0
6.0457,1.6233,-1.8801,-8.1358,0.3618,1706.0
-14.9715,-11.5162,6.9455,23.6312,0.3909,2726.0
-3.0008,-8.5062,-3.8205,3.6999,-1.8376,2939.0
3.8475,0.8772,-0.3668,-5.1078,-2.3061,1215.0
-0.2492,0.3109,-0.2852,0.7914,0.0712,2577.0
5.6315,0.6087,5.5446,-4.916,-3.3722,791.0
8.6864,-9.9893,-10.8458,-19.02,0.5669,1957.0
-7.2088,-6.4018,-3.7151,3.4924,4.1466,349.0
2.7613,7.0278,6.9746,-6.3738,1.0028,1831.0
7.0673,-1.2845,-6.4043,-6.9414,-3.3939,1860.0
-8.0086,-2.9759,9.2698,17.334,-0.2362,697.0
-2.9533,-3.1541,8.7089,7.3842,-0.3132,382.0
-0.9827,-6.5489,-0.6311,-5.0048,0.6827,3259.0
6.3192,-4.3705,2.3959,-7.3737,-2.2523,2636.0
6.6144,3.9057,10.6743,-3.8068,-2.9258,1993.0
6.3011,-0.5387,-3.8694,-3.8516,-4.2806,3626.0
7.572,2.8397,1.2378,-5.7278,-3.0545,2525.0
-6.4724,6.552,9.2305,5.5378,3.9882,1227.0
-4.6528,-1.2022,6.4369,9.9785,-1.2447,554.0
3.9121,-8.5365,-3.2455,-12.0426,-0.3535,3775.0
0.2996,-5.6829,-11.4629,0.4315,-2.7336,2377.0
0.1778,0.4946,-0.3995,1.1246,-0.1733,1447.0
7.7581,3.0001,-5.9255,-13.5607,-1.1596,3606.0
-7.6765,2.4018,2.9737,14.4933,-0.7335,643.0
-0.5206,2.172,17.1898,0.8757,-0.881,498.0
6.214,5.6242,3.2013,-15.1093,1.3789,1553.0
10.5045,8.1605,10.4151,-13.8061,-1.4408,3017.0
8.165,10.0718,1.8945,-8.5092,-1.9708,3187.0
-0.0347,-7.9538,4.8382,0.254,1.2054,71.0
-1.8302,-7.8427,-2.1291,-1.7017,-1.4347,3598.0
-3.3107,-7.7069,-1.7534,1.1119,0.7453,2914.0
-2.7388,-1.6282,-3.9672,1.0826,3.0392,3429.0
-0.4408,9.0111,-11.2947,-5.4825,4.0565,1510.0
7.581,6.4126,-2.4884,-12.3862,-0.887,291.0
-5.3149,5.9008,9.712,10.8864,2.1244,3321.0
-4.2003,-0.0707,8.8349,7.8617,0.8321,2119.0
1.7459,-1.5188,1.7603,-9.4625,0.9338,370.0
-9.5518,-0.971,4.2482,13.1911,3.5235,2291.0
-0.7933,1.2562,-8.9618,-2.6454,0.2147,1524.0
-8.9021,1.4675,-0.3019,15.6934,2.5658,2216.0
