year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
76.0,12.0,21.0,8.87,9.59,8.75,2.37,10.58,4.58,6.5,7.04,4.25,2.92,9.46,9.0
77.0,4.0,5.0,8.63,7.25,7.25,4.33,7.21,7.17,11.17,5.96,7.83,9.46,10.79,16.46
78.0,12.0,13.0,18.84,24.04,14.37,8.33,18.12,12.17,13.0,13.75,14.17,15.09,21.5,21.37
62.0,8.0,21.0,14.67,12.38,13.37,9.54,15.46,10.34,14.21,14.5,12.42,11.83,17.75,20.75
68.0,5.0,3.0,10.83,8.21,8.71,5.88,9.75,5.25,6.96,5.13,6.46,6.38,8.21,10.08
62.0,9.0,6.0,10.92,8.92,10.08,4.75,8.29,2.21,5.25,8.04,2.88,7.17,14.54,12.08
62.0,10.0,10.0,5.91,1.58,7.04,1.71,2.83,1.67,4.83,2.29,4.54,6.04,2.54,10.71
70.0,9.0,29.0,16.0,14.79,12.92,7.96,14.29,9.92,13.17,11.5,13.04,12.71,22.08,23.54
64.0,10.0,10.0,13.59,9.62,12.12,8.5,8.79,7.62,15.37,3.63,10.83,13.54,9.08,10.92
65.0,12.0,6.0,21.62,21.29,12.87,14.96,17.58,12.83,18.63,16.62,16.25,15.25,26.08,25.66
77.0,11.0,17.0,22.29,15.63,16.42,8.25,10.92,8.83,13.59,10.04,10.17,10.29,17.37,27.25
78.0,12.0,28.0,13.21,5.46,13.46,5.0,8.12,9.42,14.33,16.25,15.25,18.05,21.79,41.46
66.0,2.0,20.0,15.21,13.17,15.04,9.79,12.33,8.67,11.92,9.83,7.87,11.75,12.46,21.79
63.0,10.0,23.0,16.17,14.33,14.71,9.5,15.25,11.21,12.92,12.29,11.83,14.09,20.91,18.05
75.0,7.0,22.0,18.88,16.29,20.04,9.71,20.12,11.71,17.29,11.08,15.63,12.25,16.88,15.16
74.0,3.0,26.0,2.79,2.08,11.25,4.17,2.75,0.25,2.88,1.71,3.0,1.87,2.5,7.46
74.0,12.0,28.0,25.84,22.83,20.88,14.96,25.92,16.62,25.33,20.04,22.63,16.88,15.75,25.96
62.0,11.0,30.0,12.83,10.0,5.79,1.0,9.38,5.29,4.71,4.38,2.37,3.63,7.79,8.58
63.0,7.0,15.0,12.62,10.79,15.87,7.83,11.96,9.08,12.04,10.83,8.75,11.17,14.29,10.58
75.0,5.0,9.0,16.66,15.41,13.67,7.0,14.09,8.08,7.41,12.96,11.25,13.17,13.92,19.62
70.0,8.0,3.0,7.17,13.59,6.79,3.37,8.17,3.88,4.5,3.33,4.92,5.09,5.04,8.87
63.0,4.0,17.0,11.04,10.83,9.79,6.83,10.96,7.96,8.0,12.71,8.21,12.08,18.91,13.5
77.0,3.0,1.0,8.63,14.83,10.29,3.75,6.63,8.79,5.0,8.12,7.87,6.42,13.54,13.67
72.0,7.0,31.0,22.42,19.41,9.0,8.0,15.83,7.29,8.33,10.67,10.13,6.29,17.25,12.79
63.0,3.0,12.0,5.21,5.29,5.75,0.87,3.29,1.87,6.67,1.67,2.04,3.04,3.17,4.54
75.0,8.0,22.0,12.12,8.25,10.0,7.0,9.13,5.66,9.42,7.08,8.46,7.87,9.13,16.38
64.0,1.0,22.0,10.37,9.96,8.46,2.67,8.17,3.13,3.0,3.25,2.37,4.71,7.62,6.87
68.0,8.0,12.0,14.5,10.34,11.87,6.42,12.58,6.75,5.96,7.41,5.66,4.42,10.21,11.04
75.0,9.0,5.0,7.08,6.34,7.5,3.88,6.5,3.13,7.04,4.92,6.83,3.83,10.5,13.54
73.0,5.0,3.0,16.29,14.09,14.79,9.59,13.21,11.34,11.75,15.09,13.25,12.0,17.33,24.08
63.0,7.0,28.0,5.75,8.38,2.83,4.12,9.96,5.0,5.91,7.83,5.66,7.67,12.38,7.58
76.0,11.0,15.0,10.88,14.09,9.87,4.17,8.12,10.13,8.29,8.75,8.04,9.13,20.41,19.5
62.0,1.0,21.0,19.29,18.79,17.41,11.63,15.67,12.12,17.29,15.34,14.09,17.92,26.0,21.92
67.0,4.0,4.0,10.08,9.83,7.87,7.92,12.62,9.0,15.83,10.58,12.62,13.59,17.92,23.5
67.0,4.0,1.0,22.25,17.92,16.54,11.42,16.96,12.71,11.87,11.87,12.75,14.5,21.04,25.88
71.0,1.0,10.0,17.04,22.83,14.54,7.5,22.0,16.17,17.96,14.88,15.0,12.54,26.2,19.08
72.0,10.0,1.0,14.17,12.62,11.17,6.38,11.29,8.25,11.42,10.37,9.21,9.25,15.04,20.38
64.0,10.0,2.0,8.67,4.21,10.96,2.75,5.17,3.08,6.96,5.54,6.21,8.12,6.13,8.12
66.0,4.0,15.0,16.33,16.0,16.54,12.08,16.04,11.0,20.62,20.25,15.12,14.5,25.37,33.95
75.0,12.0,4.0,7.38,5.37,7.5,2.79,7.92,3.42,11.29,6.21,10.41,6.5,9.75,18.0
76.0,1.0,14.0,9.13,8.87,8.67,4.79,9.13,5.21,11.92,8.96,10.96,10.46,16.75,22.04
72.0,7.0,30.0,10.92,13.54,8.33,4.54,10.71,5.25,5.09,7.41,7.08,4.71,14.83,10.34
72.0,12.0,8.0,11.08,10.08,7.21,2.08,4.67,3.67,6.87,3.67,3.21,2.13,4.75,6.92
64.0,3.0,14.0,18.88,18.58,15.75,10.21,18.12,13.5,13.21,17.62,10.5,17.46,23.38,22.34
68.0,1.0,5.0,15.79,15.96,11.29,5.79,11.67,4.58,9.75,5.83,7.79,6.71,9.21,13.42
75.0,2.0,4.0,12.04,9.33,9.54,4.0,7.83,3.67,4.12,7.33,4.21,4.67,7.41,10.92
66.0,7.0,18.0,6.29,4.21,7.29,2.21,5.04,1.0,1.38,1.67,2.08,1.83,5.33,2.96
75.0,4.0,29.0,14.17,16.5,10.34,8.17,16.42,9.83,12.96,11.96,12.83,13.25,19.33,23.25
73.0,7.0,28.0,5.63,4.21,9.29,3.21,5.41,2.5,2.37,2.83,3.46,2.17,6.21,4.38
66.0,7.0,9.0,6.71,6.92,6.96,5.09,10.21,6.08,7.67,6.29,7.21,7.12,14.5,15.75
74.0,3.0,11.0,9.17,6.58,14.79,5.25,7.87,6.38,11.38,11.58,7.79,8.08,10.79,24.87
78.0,10.0,16.0,15.34,14.42,10.04,8.58,15.37,9.75,15.83,12.62,12.29,12.5,19.55,28.21
67.0,12.0,6.0,18.25,14.88,13.67,10.79,14.09,7.21,12.25,10.41,10.25,7.29,18.46,26.5
71.0,4.0,25.0,12.08,13.33,11.79,5.75,15.29,7.67,8.46,12.12,10.25,8.54,14.75,18.41
68.0,5.0,16.0,11.63,6.96,8.04,7.87,10.0,5.21,8.79,6.5,6.38,8.08,6.34,11.87
78.0,8.0,21.0,14.92,14.42,15.0,7.96,13.0,10.79,12.38,11.42,13.46,9.96,9.29,7.41
70.0,9.0,24.0,6.5,7.58,9.25,4.88,7.75,3.58,1.17,2.83,4.88,2.58,9.87,7.17
68.0,3.0,23.0,22.17,9.62,24.17,12.58,10.46,7.41,13.62,8.21,6.87,8.17,12.25,13.67
62.0,7.0,18.0,18.88,16.62,15.67,11.0,16.25,12.96,12.33,14.92,11.96,14.92,19.38,20.83
64.0,12.0,7.0,25.84,14.54,23.96,14.71,13.62,11.25,16.75,9.87,11.5,9.92,12.62,15.63
78.0,1.0,29.0,29.38,18.54,28.08,17.12,17.5,13.75,25.54,15.67,18.08,20.5,19.12,38.2
72.0,4.0,16.0,5.79,5.17,4.08,3.37,7.38,3.42,6.25,4.79,5.63,3.79,9.29,13.62
64.0,2.0,2.0,16.92,18.25,17.25,9.21,15.34,13.21,15.34,19.12,11.25,17.46,26.92,22.0
61.0,5.0,30.0,10.0,4.75,9.21,3.42,7.67,5.25,5.83,7.21,6.34,5.91,8.71,12.92
66.0,7.0,4.0,2.58,4.08,6.25,1.42,4.12,1.08,1.46,0.96,3.37,3.0,7.67,10.63
73.0,2.0,20.0,8.79,8.38,6.79,5.13,9.83,7.29,11.58,7.83,12.17,9.17,14.12,19.75
73.0,6.0,8.0,11.42,6.79,4.5,3.96,9.42,6.13,6.63,5.79,7.17,4.0,11.12,13.62
72.0,4.0,11.0,29.79,19.33,20.08,16.29,21.59,13.59,18.12,16.66,16.92,18.66,17.71,26.54
72.0,1.0,26.0,22.71,19.12,15.71,10.21,17.62,9.87,12.87,8.75,12.71,8.71,17.54,19.5
63.0,3.0,19.0,11.0,11.96,9.04,4.75,11.87,6.92,9.54,9.04,7.21,7.21,10.21,7.41
71.0,10.0,22.0,13.25,14.42,17.71,9.08,10.96,9.59,14.46,12.25,13.88,14.92,26.25,21.59
72.0,7.0,4.0,14.58,10.04,16.58,5.17,10.34,6.0,7.62,4.92,7.92,4.33,11.71,7.5
69.0,3.0,4.0,12.58,9.08,22.25,7.62,10.67,6.08,11.21,8.54,8.83,6.92,7.71,7.5
66.0,11.0,26.0,8.83,9.59,8.71,6.25,11.17,8.67,14.79,9.42,11.46,10.75,16.42,20.04
73.0,8.0,6.0,17.67,13.62,16.83,9.17,15.21,8.5,11.79,8.33,10.29,10.13,15.29,15.63
72.0,7.0,2.0,9.0,10.08,8.63,5.21,9.42,7.04,9.04,5.88,8.54,7.21,9.17,12.21
77.0,12.0,15.0,7.75,12.08,6.75,2.21,6.54,4.5,7.58,7.75,6.25,5.54,9.04,12.58
72.0,9.0,18.0,7.75,4.46,8.0,2.71,2.17,0.96,4.5,2.46,2.21,1.33,3.58,8.0
77.0,4.0,22.0,20.3,17.58,20.04,12.46,21.25,15.59,26.42,16.33,18.12,18.71,23.75,22.63
77.0,1.0,16.0,8.04,5.5,6.46,1.29,3.63,1.67,7.17,1.75,2.79,4.0,3.54,14.0
74.0,12.0,27.0,22.5,22.0,17.46,10.58,22.17,12.71,20.5,17.41,17.29,13.88,19.79,27.33
64.0,9.0,20.0,11.38,6.21,9.87,5.0,8.75,6.21,10.17,5.37,8.87,7.38,11.17,12.67
64.0,12.0,4.0,9.04,5.5,10.29,4.75,4.79,4.29,9.54,3.17,5.46,7.08,8.25,17.5
69.0,6.0,4.0,6.58,4.67,12.0,2.62,4.25,3.71,3.42,1.71,4.17,3.13,7.12,10.34
77.0,3.0,21.0,14.54,11.08,28.25,9.75,10.46,8.58,18.21,7.38,10.79,7.71,9.79,14.58
61.0,12.0,14.0,11.34,17.62,9.71,6.92,14.92,10.63,9.38,9.08,7.75,7.04,14.33,15.09
70.0,12.0,27.0,15.25,9.62,22.54,7.41,11.54,7.04,11.58,7.87,9.04,7.62,5.88,17.83
64.0,11.0,10.0,7.33,10.96,6.96,1.58,8.12,4.0,2.96,4.25,3.67,4.96,9.5,10.29
62.0,5.0,31.0,10.88,8.46,20.12,6.58,7.92,5.33,7.83,8.12,6.79,9.83,9.17,14.09
64.0,3.0,24.0,13.79,13.37,10.63,7.29,12.17,6.63,7.58,7.92,6.75,9.46,13.33,14.92
62.0,7.0,13.0,10.54,11.75,7.92,6.04,11.04,6.5,5.54,8.83,5.54,6.13,8.96,6.71
63.0,2.0,1.0,15.41,7.62,24.67,11.42,9.21,8.17,14.04,7.54,7.54,10.08,10.17,17.67
72.0,10.0,5.0,18.88,16.66,11.92,5.21,9.42,5.41,7.04,10.0,9.5,7.04,13.0,11.08
70.0,12.0,4.0,12.67,14.58,10.46,4.12,15.75,10.46,12.5,11.29,12.54,13.29,22.83,26.16
78.0,11.0,1.0,13.59,16.75,11.25,7.08,11.04,8.33,8.17,11.29,10.75,11.25,23.13,25.0
62.0,6.0,13.0,9.46,13.96,11.71,7.29,10.5,7.96,9.62,14.04,7.92,11.63,23.29,16.75
78.0,10.0,19.0,4.46,4.17,4.83,2.83,6.54,5.21,5.54,6.54,7.41,8.46,13.13,17.92
69.0,11.0,6.0,14.42,10.13,11.5,2.21,7.12,4.46,2.88,3.67,3.42,3.88,6.54,14.17
71.0,3.0,20.0,27.5,15.83,24.17,15.79,17.58,13.42,19.08,13.59,16.17,20.38,17.71,32.3
69.0,9.0,28.0,16.17,15.34,14.96,8.08,15.63,10.96,16.92,16.38,13.59,15.75,24.75,33.63
65.0,12.0,1.0,10.29,10.46,10.08,3.83,10.5,8.21,9.96,5.29,6.25,7.12,10.54,12.46
61.0,12.0,18.0,12.17,11.63,8.08,1.79,8.71,6.63,4.79,3.88,3.79,3.88,5.83,5.91
68.0,9.0,20.0,22.88,19.67,17.25,13.42,17.79,10.83,18.75,12.54,13.04,9.29,13.96,16.04
65.0,7.0,8.0,11.58,7.54,9.17,6.92,9.79,5.83,9.42,6.08,7.83,9.75,9.5,13.21
68.0,2.0,6.0,11.21,6.71,7.79,4.67,6.71,2.37,8.71,5.29,5.83,4.79,6.92,16.08
73.0,6.0,3.0,9.17,7.41,10.21,5.91,10.34,7.17,6.87,7.79,8.38,7.38,10.13,12.83
71.0,3.0,3.0,5.04,6.75,8.33,2.67,4.92,1.42,6.38,3.04,4.08,4.58,9.38,13.0
69.0,2.0,22.0,14.92,12.75,19.38,10.92,12.04,11.54,17.21,16.38,15.12,14.67,21.67,34.05
70.0,3.0,5.0,7.87,5.29,9.13,2.21,6.79,2.92,8.83,3.79,6.34,7.17,8.33,13.79
66.0,8.0,28.0,15.46,12.12,11.08,6.79,13.96,8.96,8.96,9.62,9.46,10.34,12.0,17.92
72.0,4.0,17.0,6.29,2.58,4.83,3.25,4.96,1.79,5.46,3.21,5.17,4.5,5.96,13.04
68.0,5.0,13.0,5.75,4.54,8.21,2.88,5.58,2.08,5.58,4.0,3.46,5.79,8.75,14.42
70.0,1.0,5.0,10.46,5.29,10.83,3.63,4.75,5.29,12.33,5.83,6.79,6.21,11.83,20.21
64.0,2.0,19.0,16.04,12.17,16.58,8.67,15.87,9.29,16.38,14.25,8.96,10.83,14.17,17.37
61.0,9.0,11.0,9.87,8.42,7.29,5.46,12.12,7.92,8.63,8.75,8.75,9.67,13.92,14.67
66.0,7.0,6.0,10.08,10.92,9.46,6.54,7.71,5.66,6.96,4.08,7.33,9.17,9.33,12.0
67.0,6.0,19.0,9.67,10.04,8.96,4.38,12.08,6.5,8.63,10.13,7.87,8.29,16.0,13.59
61.0,5.0,21.0,6.83,4.29,11.67,3.71,5.5,4.5,3.17,6.25,4.92,4.29,10.75,10.34
65.0,10.0,30.0,19.29,16.71,17.08,13.17,19.79,13.59,21.62,14.04,15.09,16.17,23.33,28.25
62.0,5.0,27.0,6.13,7.62,19.87,7.5,8.04,5.91,9.92,7.92,6.5,8.12,12.5,10.46
73.0,10.0,22.0,12.67,7.38,9.62,3.83,8.42,5.46,7.12,6.87,7.83,7.67,11.46,17.46
68.0,1.0,1.0,30.04,17.88,16.25,16.25,21.79,12.54,18.16,16.62,18.75,17.62,22.25,27.29
61.0,12.0,23.0,24.41,16.13,22.13,15.59,20.38,13.59,18.12,14.33,12.54,15.34,17.67,16.62
70.0,6.0,9.0,2.21,2.54,5.33,1.96,3.17,0.71,1.46,3.29,2.0,2.13,5.33,8.54
70.0,12.0,19.0,16.08,12.79,15.12,7.83,12.54,10.46,12.75,9.13,10.83,11.67,12.42,14.96
77.0,12.0,24.0,17.79,14.25,14.75,11.67,17.67,12.62,21.75,13.54,15.25,12.96,16.88,23.16
73.0,1.0,9.0,12.17,12.08,6.21,1.5,8.38,5.41,3.13,6.42,3.08,1.21,8.63,7.79
77.0,3.0,27.0,14.5,15.09,30.84,10.41,12.87,12.08,19.33,13.42,12.17,12.87,19.79,24.13
63.0,11.0,7.0,11.79,7.67,7.75,4.92,9.17,4.38,7.62,4.5,4.5,4.12,6.25,5.79
75.0,1.0,12.0,18.79,21.09,17.46,10.96,17.29,10.71,15.79,14.96,16.17,15.09,27.33,27.42
69.0,11.0,18.0,9.25,7.83,10.41,7.5,10.29,9.5,16.25,13.54,12.33,10.21,17.04,22.88
69.0,6.0,5.0,4.96,4.38,7.58,2.62,4.83,6.25,2.96,3.75,3.37,3.5,9.17,9.79
61.0,5.0,17.0,10.0,6.54,15.63,4.88,8.21,6.75,5.83,7.38,8.0,7.96,9.46,8.21
74.0,12.0,31.0,16.04,16.29,15.21,8.42,13.67,9.75,15.25,16.13,15.04,13.46,18.54,18.46
76.0,3.0,3.0,7.62,12.46,9.62,5.09,8.83,4.54,10.04,8.33,10.21,8.42,15.54,13.29
67.0,2.0,5.0,5.58,7.0,6.54,2.71,8.58,6.13,9.96,7.67,6.75,11.12,16.88,21.71
65.0,2.0,28.0,8.17,6.38,7.21,5.33,6.17,3.29,11.0,5.66,5.66,7.38,8.46,18.46
78.0,9.0,22.0,6.75,13.67,13.54,3.42,4.54,5.41,9.75,11.71,9.46,9.87,18.75,20.0
65.0,9.0,10.0,18.0,12.38,10.21,10.17,16.13,10.04,14.21,12.92,12.38,13.46,17.25,22.95
65.0,1.0,17.0,32.17,33.04,21.71,22.63,37.54,26.16,28.5,30.63,25.88,20.96,39.04,27.84
69.0,11.0,7.0,13.59,16.29,12.33,6.67,14.25,8.04,11.29,9.96,9.71,9.08,20.88,23.29
64.0,4.0,28.0,15.59,11.63,12.25,7.29,14.62,9.33,11.63,8.08,8.79,11.46,14.25,17.83
65.0,3.0,23.0,6.38,7.87,9.46,4.12,7.0,5.88,10.5,7.29,7.83,11.29,12.12,23.0
77.0,5.0,28.0,4.21,5.04,5.88,1.63,4.33,3.75,7.29,3.54,3.79,1.29,6.67,5.04
64.0,4.0,11.0,10.08,7.83,11.38,4.5,10.13,7.96,10.04,12.42,7.29,11.21,14.21,14.0
78.0,2.0,24.0,18.71,17.08,16.71,12.17,13.88,12.71,14.92,15.5,13.92,13.42,19.04,20.41
76.0,5.0,10.0,12.33,11.34,10.21,6.38,10.71,6.29,11.25,8.0,9.46,8.58,16.17,17.79
78.0,3.0,28.0,25.54,22.75,21.0,14.96,19.17,15.29,18.08,17.67,17.83,17.83,19.83,24.83
66.0,2.0,19.0,15.12,13.62,13.54,8.17,12.75,7.96,10.04,9.83,7.25,9.13,13.54,18.58
75.0,1.0,13.0,33.12,25.58,25.88,19.0,21.79,17.5,19.62,20.91,21.0,21.54,28.71,28.71
64.0,6.0,11.0,16.08,14.58,15.96,9.38,12.42,8.54,11.21,12.38,10.0,15.04,15.79,12.75
69.0,6.0,13.0,9.59,6.96,7.71,3.83,6.0,4.04,3.79,3.92,2.92,2.17,5.79,5.09
75.0,11.0,30.0,10.96,10.34,6.71,0.71,8.0,4.25,10.63,4.04,6.34,5.21,8.79,16.25
74.0,10.0,20.0,23.79,17.75,13.92,11.75,17.62,10.25,15.59,14.09,11.67,8.5,20.5,26.34
64.0,2.0,12.0,20.96,15.63,14.09,9.0,15.63,11.12,9.67,14.42,8.92,10.04,17.46,16.08
61.0,8.0,4.0,11.0,9.21,10.58,7.54,13.17,9.62,13.54,11.79,11.67,10.21,16.04,20.25
68.0,1.0,17.0,15.54,15.5,11.5,12.21,17.37,10.63,20.12,13.17,15.59,13.33,17.71,23.13
76.0,2.0,9.0,16.46,19.08,16.83,8.71,15.79,11.29,16.17,16.83,16.58,15.71,27.58,28.71
71.0,11.0,21.0,23.58,20.62,21.5,15.63,18.84,14.5,20.33,12.96,16.54,16.92,24.58,35.92
71.0,8.0,6.0,11.92,6.71,7.04,5.33,9.62,5.63,7.67,7.58,8.96,7.58,12.25,20.21
66.0,4.0,1.0,19.08,12.67,18.88,10.63,13.62,13.04,14.42,12.79,10.92,9.62,17.58,18.08
73.0,4.0,17.0,9.08,8.92,8.42,5.0,5.29,4.08,8.71,5.04,6.38,7.62,7.92,14.09
76.0,6.0,25.0,6.0,11.04,5.46,3.46,8.46,6.17,7.0,5.33,7.12,5.21,7.79,5.04
75.0,2.0,12.0,7.46,6.04,9.0,2.62,4.5,2.67,4.67,3.04,3.79,0.92,6.08,6.54
61.0,10.0,30.0,9.42,8.71,10.5,6.38,11.63,8.71,14.88,10.58,11.08,11.92,17.25,20.62
66.0,12.0,28.0,15.25,12.71,11.79,4.58,12.0,8.54,9.62,7.5,8.38,11.63,12.75,17.21
70.0,11.0,4.0,11.38,10.08,9.17,4.96,10.79,8.71,12.92,11.79,12.25,11.17,19.79,24.33
67.0,10.0,6.0,16.62,19.62,16.13,7.5,12.5,10.13,13.46,16.46,11.0,14.09,24.08,20.04
62.0,12.0,1.0,18.38,15.41,11.75,6.79,12.21,8.04,8.42,10.83,5.66,9.08,11.5,11.5
68.0,7.0,31.0,4.58,7.58,9.71,3.5,6.63,0.92,2.37,4.67,1.54,0.67,10.96,4.0
66.0,2.0,14.0,21.67,20.41,16.88,10.67,22.29,13.37,12.42,17.29,11.0,13.0,20.96,18.41
78.0,7.0,26.0,13.13,13.7,12.21,5.46,9.46,7.79,7.04,9.33,8.42,5.46,14.29,9.96
78.0,12.0,24.0,8.67,5.63,12.12,4.79,5.09,5.91,12.25,9.25,10.83,11.71,11.92,31.71
77.0,12.0,17.0,5.41,4.83,7.38,1.21,4.0,1.71,2.67,1.25,1.33,0.67,2.29,9.87
61.0,7.0,13.0,16.75,13.79,12.92,12.33,19.95,13.17,16.83,16.17,15.37,14.92,20.25,21.96
68.0,11.0,17.0,6.25,10.41,5.25,1.63,9.71,2.79,3.83,7.38,1.96,3.67,8.54,10.96
76.0,2.0,15.0,8.0,12.46,13.33,5.0,6.38,4.08,9.42,4.96,6.67,6.63,6.0,11.12
75.0,2.0,18.0,3.71,5.29,4.33,0.67,3.13,0.63,4.0,3.04,2.46,1.5,8.0,11.34
66.0,4.0,7.0,11.25,7.87,8.04,4.67,9.08,5.17,9.33,10.46,9.87,9.08,12.12,16.33
61.0,8.0,24.0,7.67,6.87,9.67,5.46,7.46,4.25,5.66,4.5,3.96,7.46,5.75,8.29
73.0,12.0,6.0,13.29,11.92,7.79,4.12,9.04,4.79,10.34,6.08,8.12,9.04,8.79,19.38
73.0,10.0,24.0,10.46,11.79,8.17,2.46,7.41,4.75,4.5,8.63,4.54,8.92,17.54,20.38
77.0,12.0,11.0,20.79,13.96,17.92,7.5,10.25,8.75,12.33,7.92,8.92,7.46,9.5,11.21
64.0,6.0,29.0,10.29,6.42,8.12,5.21,9.38,5.37,8.92,6.63,8.29,10.63,12.42,16.21
64.0,5.0,21.0,14.75,13.75,14.58,6.96,13.08,8.87,6.96,12.5,7.79,12.42,20.33,12.29
73.0,1.0,11.0,15.79,14.75,15.71,7.38,8.58,10.29,11.58,10.34,8.42,8.42,12.79,13.04
73.0,5.0,24.0,6.58,9.96,8.83,3.33,6.13,4.04,5.46,4.21,5.21,3.58,7.5,5.5
72.0,9.0,23.0,16.0,12.96,11.87,3.46,5.41,5.5,7.87,8.42,8.0,3.96,9.33,11.25
61.0,7.0,15.0,16.92,14.5,8.0,7.62,12.21,7.92,10.25,10.96,8.92,10.17,14.09,9.92
61.0,2.0,3.0,14.37,11.71,11.04,5.09,9.87,5.83,8.5,5.13,6.34,7.38,9.71,8.83
69.0,3.0,31.0,22.34,16.46,16.08,11.83,22.17,9.75,18.5,9.42,14.54,12.67,11.83,16.62
76.0,4.0,6.0,20.96,10.37,8.54,7.75,14.37,7.79,14.71,13.42,13.21,14.75,14.33,19.92
68.0,3.0,22.0,17.25,17.16,12.25,8.17,16.08,10.71,13.29,12.0,9.83,11.08,20.0,17.58
67.0,7.0,20.0,5.41,4.29,6.96,2.79,7.38,4.04,6.25,4.42,5.04,5.46,8.0,12.75
77.0,7.0,6.0,4.46,3.08,9.71,2.08,3.13,4.42,6.21,0.21,5.79,3.33,6.87,7.17
76.0,7.0,16.0,7.17,7.79,7.46,2.37,9.87,4.58,6.54,6.83,7.5,5.13,14.58,15.0
65.0,10.0,13.0,7.33,7.96,6.75,3.58,6.13,5.09,3.29,3.92,3.21,7.33,14.37,13.25
76.0,12.0,5.0,16.88,13.37,14.42,5.33,11.5,9.04,11.83,6.83,8.83,7.67,12.75,15.29
68.0,9.0,23.0,16.08,21.25,12.04,8.75,19.17,9.5,14.37,11.67,11.21,8.83,18.05,10.63
78.0,9.0,21.0,4.46,11.38,9.59,2.67,5.17,4.83,5.5,8.87,6.13,6.34,18.38,15.09
62.0,6.0,5.0,10.0,12.12,7.67,6.71,12.75,6.79,8.21,11.67,8.0,10.08,13.17,14.79
63.0,2.0,25.0,19.75,18.88,15.96,13.13,21.17,13.33,11.46,14.79,12.92,12.5,21.59,23.58
63.0,12.0,4.0,13.96,10.83,15.5,7.75,10.29,10.17,16.08,12.79,13.17,12.12,12.71,24.33
66.0,3.0,20.0,5.75,7.33,6.08,2.67,9.08,6.29,8.87,8.33,7.5,10.34,16.71,18.16
78.0,6.0,3.0,10.71,8.83,6.63,3.79,9.59,5.83,4.54,6.25,6.79,6.29,6.79,11.46
74.0,7.0,1.0,13.29,6.92,10.37,7.17,10.13,8.29,12.96,11.08,9.79,12.12,11.79,20.5
77.0,11.0,15.0,23.21,17.83,13.54,12.5,16.13,11.83,18.79,14.54,13.54,14.21,22.21,32.42
66.0,9.0,3.0,19.0,18.84,15.12,10.46,15.96,11.38,14.37,12.21,10.25,14.21,19.41,18.91
69.0,3.0,22.0,16.25,14.88,17.79,9.0,14.0,9.25,14.92,12.0,12.71,12.08,14.54,19.7
64.0,8.0,4.0,5.79,2.92,5.33,2.21,4.21,2.29,4.42,5.41,2.33,6.0,10.92,10.34
61.0,5.0,28.0,9.96,7.67,6.42,3.29,7.41,3.33,5.41,6.42,4.5,5.17,11.79,8.38
63.0,4.0,28.0,5.88,6.5,10.21,5.54,8.96,8.04,11.42,7.54,10.46,8.92,12.0,12.71
78.0,2.0,4.0,9.21,11.08,7.67,4.67,12.42,7.25,8.75,11.63,9.87,6.92,16.54,16.42
62.0,3.0,4.0,10.29,5.33,13.5,6.13,6.46,2.71,5.33,3.79,4.46,4.04,2.71,7.08
73.0,5.0,14.0,5.17,9.54,9.38,3.92,5.58,4.5,3.29,4.17,5.88,6.29,5.66,11.12
65.0,12.0,16.0,15.67,14.92,11.67,5.83,14.0,9.04,8.21,9.75,7.38,10.71,15.5,13.88
74.0,6.0,3.0,8.54,6.5,6.42,4.5,9.83,4.75,9.21,10.29,7.21,8.83,13.88,20.17
75.0,3.0,16.0,11.38,9.46,12.17,3.04,4.21,3.21,5.58,5.13,5.83,4.92,4.12,10.67
65.0,1.0,6.0,16.79,16.62,14.88,5.33,11.83,9.13,14.79,13.33,7.41,14.42,21.92,19.58
76.0,4.0,16.0,6.5,2.67,4.79,1.5,5.5,0.58,6.46,2.54,5.91,4.17,11.17,15.87
65.0,5.0,8.0,18.63,16.58,20.5,12.58,18.91,15.0,17.46,15.83,15.87,18.16,24.46,27.12
64.0,4.0,16.0,10.37,7.12,10.67,5.88,9.92,6.58,9.17,7.5,4.96,8.42,11.75,10.13
78.0,3.0,23.0,19.7,21.46,14.71,12.58,21.54,13.04,20.12,18.58,17.33,13.7,23.29,28.29
65.0,5.0,18.0,16.0,9.96,13.42,8.71,9.92,6.58,9.87,7.04,7.41,12.17,10.21,14.37
61.0,12.0,8.0,16.62,12.08,20.54,9.21,12.96,14.54,19.83,10.0,11.92,15.5,16.33,19.41
71.0,12.0,17.0,18.12,16.21,14.54,8.75,12.62,9.96,9.17,11.75,11.54,14.96,26.5,24.83
75.0,12.0,18.0,10.67,2.5,9.87,1.79,3.04,0.67,10.0,2.13,4.75,3.42,6.92,14.83
63.0,2.0,22.0,4.08,5.58,2.71,1.38,7.33,3.17,5.5,4.42,2.29,4.04,7.33,11.21
67.0,9.0,8.0,3.92,5.21,4.71,1.58,1.29,0.54,4.54,3.42,2.29,1.87,11.04,8.75
75.0,5.0,24.0,9.0,4.04,13.33,4.08,6.38,2.88,5.71,4.83,6.38,4.58,11.58,10.0
64.0,12.0,11.0,17.58,17.71,17.04,8.71,15.75,12.87,14.0,15.0,11.08,14.21,25.37,22.95
78.0,6.0,15.0,11.54,10.13,7.46,5.33,10.21,6.79,4.08,7.83,6.71,6.67,9.54,13.83
