@relation EGSSD

@attribute tau1 numeric
@attribute tau2 numeric
@attribute tau3 numeric
@attribute tau4 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute g1 numeric
@attribute g2 numeric
@attribute g3 numeric
@attribute g4 numeric
@attribute stab numeric

@data
3.913799,3.690861,8.317308,6.326082,4.00126,-1.544675,-1.840443,-0.616142,0.05683,0.971334,0.353603,0.521781,0.023794
7.096596,7.406636,7.734611,2.655289,3.476891,-1.040887,-1.472273,-0.963732,0.90322,0.30405,0.165523,0.765543,0.033006
4.417737,6.641179,0.887189,9.329813,4.044886,-1.321576,-1.571275,-1.152035,0.573065,0.370059,0.108829,0.393535,-0.00162
9.522002,4.396378,4.695185,3.758101,3.898439,-1.61969,-1.544579,-0.73417,0.435927,0.185425,0.164118,0.945715,-0.002599
9.949014,9.728705,5.762447,4.654767,4.471121,-1.843014,-1.680378,-0.947729,0.707971,0.582771,0.748412,0.892156,0.072917
0.844503,9.267194,8.351012,1.937173,4.204761,-1.477977,-1.481857,-1.244927,0.114496,0.420202,0.508226,0.224416,-0.007965
6.809919,4.417351,3.458742,3.75039,4.402618,-1.927763,-0.721265,-1.75359,0.678787,0.206695,0.263022,0.979281,0.036914
5.185518,1.539206,4.968769,1.49843,4.21682,-0.630157,-1.619511,-1.967152,0.550297,0.252321,0.429213,0.114556,-0.032933
1.661991,5.315317,5.883663,4.218621,4.395319,-1.232541,-1.768636,-1.394141,0.465105,0.569553,0.36508,0.750059,0.028705
1.750829,3.357369,2.628234,1.503844,3.538494,-1.356729,-0.885583,-1.296183,0.107965,0.733878,0.536596,0.437245,-0.038496
6.804518,9.804192,6.638338,5.804069,3.486312,-0.666273,-1.682299,-1.13774,0.11058,0.277221,0.078085,0.419042,-0.021974
1.855914,8.525776,4.565606,4.454502,4.543575,-1.97659,-0.767936,-1.799048,0.587793,0.923736,0.507347,0.791056,0.044632
5.236681,1.786859,8.831044,9.652904,4.830446,-1.193326,-1.686554,-1.950566,0.391229,0.159266,0.414533,0.978876,0.040688
9.107906,5.037184,4.54877,7.017013,2.973309,-1.876624,-0.570972,-0.525713,0.662496,0.105776,0.617308,0.953751,0.061465
2.963195,6.72434,9.885815,6.705901,3.780904,-1.398771,-0.553688,-1.828444,0.09239,0.573344,0.353242,0.585086,0.030071
4.975687,8.916495,8.454418,8.685736,3.846979,-1.710265,-0.951161,-1.185553,0.773965,0.268799,0.914801,0.520777,0.068862
3.056797,7.773797,5.341539,4.99891,4.006549,-1.369752,-1.241705,-1.395091,0.664562,0.300931,0.217391,0.652205,0.016131
4.120887,2.739365,0.564127,2.484145,3.927025,-1.548484,-1.269939,-1.108602,0.492895,0.75648,0.100427,0.329992,-0.026894
6.981204,8.445877,5.040321,5.131573,3.680912,-1.698562,-0.862892,-1.119458,0.175333,0.867373,0.529442,0.652725,0.057595
3.925252,9.477107,6.920725,2.148813,4.340402,-1.662369,-1.257773,-1.420261,0.335149,0.564816,0.883406,0.051969,0.035477
8.003695,9.083548,4.538066,4.732413,4.518119,-1.744082,-0.9969,-1.777138,0.095004,0.436893,0.270373,0.432285,-0.00581
8.791428,0.69798,4.27761,7.975625,3.823522,-1.528694,-0.536068,-1.75876,0.565813,0.262447,0.312512,0.900835,0.033161
9.459355,9.666934,4.156141,2.741192,2.77083,-0.688054,-0.875962,-1.206815,0.703482,0.21471,0.475413,0.255189,0.011644
6.087321,4.228622,8.933842,8.904292,3.418565,-0.994217,-0.773726,-1.650622,0.688292,0.070775,0.972428,0.813404,0.07462
8.397861,4.603414,7.509611,3.728623,3.819558,-1.28463,-1.487539,-1.047388,0.758792,0.095095,0.355558,0.300466,0.021299
2.993391,3.912163,8.245542,7.922184,3.543678,-0.60224,-1.297031,-1.644408,0.052019,0.976825,0.148716,0.178976,-0.022517
5.660502,3.894512,6.654106,7.302559,4.101001,-1.909865,-0.524942,-1.666194,0.971766,0.221357,0.393227,0.693821,0.065058
6.721491,8.295153,1.500992,1.234349,3.6977,-0.556555,-1.875596,-1.26555,0.825513,0.084849,0.599669,0.566709,-0.014333
8.02826,1.637296,3.637856,1.054207,3.395529,-1.547431,-1.117363,-0.730735,0.566863,0.464794,0.690716,0.099919,-0.022449
6.360168,4.720038,8.787429,8.549799,2.90792,-1.333442,-0.659651,-0.914827,0.586632,0.256228,0.221424,0.144646,0.002608
4.314428,0.583093,1.330333,5.263107,2.517964,-1.255545,-0.661257,-0.601162,0.421412,0.476306,0.230663,0.480254,-0.046559
6.101129,9.832674,6.346401,3.909721,3.983159,-1.477252,-1.620921,-0.884986,0.788147,0.230179,0.610839,0.439525,0.047633
2.678574,5.70614,9.502972,9.211296,4.694377,-1.711944,-1.709078,-1.273355,0.07354,0.1757,0.166179,0.357343,-0.0276
6.580002,5.189725,3.041086,2.927987,2.767926,-0.775579,-1.16189,-0.830457,0.530513,0.249452,0.852667,0.203395,0.006185
2.577338,3.053335,4.766831,2.72422,3.773472,-0.685856,-1.979726,-1.10789,0.212701,0.611949,0.713549,0.790318,0.035019
8.420612,2.618646,4.023999,9.616089,4.568479,-1.975052,-1.380627,-1.2128,0.455917,0.653395,0.447655,0.74997,0.027094
0.660857,9.610984,3.630892,7.59196,4.922794,-1.766666,-1.628005,-1.528123,0.647042,0.417948,0.97662,0.205787,-0.036612
9.618456,2.680365,9.593527,2.702782,4.066611,-1.958803,-1.283773,-0.824035,0.694715,0.992156,0.22601,0.12309,-0.003917
8.053666,9.477708,8.880026,8.250111,3.594151,-1.362971,-1.542126,-0.689054,0.770552,0.410746,0.070308,0.114784,0.028521
6.602239,4.959001,5.398253,2.483528,2.830949,-0.502264,-0.566909,-1.761776,0.174344,0.436361,0.763001,0.195688,0.012794
6.562045,7.085678,0.768949,4.220132,4.04736,-1.423741,-1.188909,-1.43471,0.393029,0.064257,0.787696,0.448932,-0.037424
4.178332,3.815175,4.307263,3.079989,5.341855,-1.991053,-1.52065,-1.830152,0.403573,0.845463,0.939941,0.572116,0.079678
2.874203,0.81284,8.582564,4.676893,4.909982,-1.471356,-1.729174,-1.709452,0.964994,0.363158,0.729285,0.091099,-0.02127
2.566073,2.485298,8.665849,2.698941,4.741942,-1.81772,-1.317582,-1.60664,0.132893,0.421585,0.548009,0.896003,-0.014581
6.227423,1.994046,3.520582,1.383831,4.261405,-1.473036,-1.378019,-1.41035,0.299488,0.561065,0.066424,0.722682,-0.039928
6.793417,9.923525,4.684339,5.230244,3.810045,-1.468989,-1.648264,-0.692792,0.436703,0.067198,0.375265,0.204371,-0.017216
9.079111,5.270922,1.481169,4.586111,4.847839,-1.642466,-1.394076,-1.811297,0.806511,0.59243,0.250715,0.295976,0.023315
3.979233,4.953997,9.201204,6.722893,4.220731,-1.377312,-1.145516,-1.697904,0.239293,0.857724,0.292296,0.252985,0.017793
2.018549,7.06578,4.161078,7.223527,2.986217,-0.577093,-0.712431,-1.696693,0.675459,0.821007,0.700874,0.398986,0.043642
6.063973,6.576818,9.177233,8.537383,4.357539,-1.104646,-1.596836,-1.656057,0.233783,0.182803,0.962504,0.751268,0.062263
4.682806,8.994294,4.716318,8.037218,4.246033,-1.428504,-1.079232,-1.738297,0.804285,0.715903,0.667648,0.768807,0.079585
0.557871,2.32127,4.057209,0.946566,3.024237,-0.989355,-1.462659,-0.572224,0.361737,0.523682,0.468235,0.497098,-0.030682
9.403253,9.765061,3.017101,7.979631,2.196363,-0.547717,-0.659427,-0.989219,0.680163,0.50214,0.777603,0.643836,0.052939
6.06707,4.423497,1.860895,8.064427,4.52873,-1.474125,-1.877989,-1.176616,0.266157,0.298094,0.054147,0.770563,0.011797
2.11303,4.543753,6.137011,9.16931,3.647573,-1.754217,-1.195641,-0.697715,0.804682,0.894517,0.819235,0.305556,0.04905
3.771495,4.773063,5.442295,6.792771,3.577361,-1.411034,-1.055432,-1.110895,0.134296,0.398688,0.093486,0.350484,-0.028135
5.065674,6.891942,6.894951,6.746865,3.716471,-0.650097,-1.931716,-1.134658,0.444487,0.233177,0.894253,0.12107,0.037279
4.931071,0.809141,2.313298,5.52582,3.466039,-1.370169,-1.239737,-0.856133,0.206199,0.387882,0.645288,0.411284,-0.028712
9.263595,3.425083,1.146273,1.804173,2.190369,-0.588103,-0.788119,-0.814147,0.99562,0.372025,0.14227,0.371522,-0.001882
9.531863,7.660494,8.882208,5.14797,3.07038,-0.696673,-1.72109,-0.652617,0.385526,0.603632,0.72129,0.774816,0.069307
4.015157,4.838669,5.85608,7.145113,4.532337,-1.92986,-1.927047,-0.67543,0.121243,0.488562,0.777156,0.599996,0.04949
2.566576,5.605522,5.104631,9.898238,3.066523,-1.793091,-0.735537,-0.537895,0.571115,0.993224,0.658206,0.233715,0.048426
3.740432,1.686827,7.614259,3.580445,4.548369,-1.929983,-1.455015,-1.163371,0.903919,0.146987,0.700637,0.106265,0.010546
5.96502,3.453447,4.885091,1.322069,4.03157,-1.631484,-0.824285,-1.575801,0.83758,0.640628,0.109662,0.252426,0.008351
2.805966,6.621866,5.321584,9.768128,3.890427,-1.904904,-1.043071,-0.942451,0.720333,0.837304,0.173291,0.443069,0.029117
8.38245,8.814369,1.724515,6.093879,4.233144,-1.505508,-1.18743,-1.540207,0.988511,0.285509,0.661002,0.206227,0.022954
6.170837,4.121957,9.597125,6.260895,3.784326,-1.998487,-1.081658,-0.704181,0.681306,0.497929,0.211488,0.703664,0.050351
0.998089,8.915397,4.949209,6.721663,2.856277,-0.6621,-0.960928,-1.233249,0.904488,0.824285,0.392873,0.061074,-0.014131
2.739589,4.850515,3.239408,4.703793,4.020597,-1.383684,-1.150677,-1.486236,0.467337,0.870496,0.712074,0.987206,0.08903
1.986085,7.929744,5.869284,2.535652,2.503231,-0.973231,-0.627514,-0.902486,0.139049,0.47709,0.059069,0.401619,-0.040334
9.317457,1.46715,6.700748,5.861018,3.685209,-0.992511,-1.135762,-1.556936,0.177236,0.62144,0.927724,0.130975,0.000406
4.289517,7.1298,4.217862,2.210894,2.788238,-0.758207,-0.765898,-1.264132,0.227018,0.383622,0.261252,0.135225,-0.035451
3.324608,8.475022,8.449945,1.333241,2.616743,-1.10232,-0.669087,-0.845335,0.158538,0.367922,0.619441,0.913212,-0.017292
6.251911,3.909119,1.766869,7.30824,4.278093,-1.493088,-1.145985,-1.63902,0.983437,0.867644,0.192313,0.886727,0.077554
6.537764,8.237005,7.797917,2.149651,3.543266,-1.578349,-1.258534,-0.706383,0.506162,0.98975,0.27982,0.606991,0.045321
5.257709,1.329816,7.743132,5.936798,2.693169,-0.642217,-1.165612,-0.88534,0.766948,0.545731,0.580756,0.148223,0.014141
6.940777,3.87354,9.614859,1.881409,4.705893,-1.806923,-1.291776,-1.607195,0.937589,0.363111,0.892738,0.755881,0.045163
2.073467,8.981653,7.719807,7.323792,4.424922,-1.667264,-1.88867,-0.868987,0.854973,0.371615,0.78399,0.155116,0.015745
5.588016,5.461429,9.12045,6.878913,2.877015,-1.123604,-0.911171,-0.84224,0.385716,0.332538,0.261891,0.632748,0.030813
6.322675,6.498085,7.43407,4.25156,3.965574,-1.57759,-0.626437,-1.761547,0.371495,0.965289,0.074159,0.658595,0.051875
9.978488,1.840225,7.459082,9.60169,4.96891,-1.638635,-1.611033,-1.719242,0.802508,0.536778,0.815523,0.431941,0.050148
9.825643,5.851518,8.360061,9.399674,3.868113,-1.131185,-1.759001,-0.977928,0.13932,0.678817,0.094181,0.75088,0.035974
3.887491,8.299373,4.703957,6.322213,2.736504,-0.639376,-1.067253,-1.029874,0.309509,0.284117,0.404045,0.738714,0.028918
4.785259,2.882216,3.600115,0.818845,3.73772,-1.330611,-0.803039,-1.60407,0.653296,0.533501,0.932019,0.198126,0.032045
7.848945,0.684889,0.728223,6.702948,2.599685,-0.563497,-1.210069,-0.826119,0.185122,0.559799,0.682418,0.886902,-0.014931
1.90672,3.17601,8.570122,9.544476,3.487804,-0.845396,-1.32333,-1.319078,0.840696,0.656271,0.760305,0.27937,-0.000082
7.50914,5.518875,2.195338,9.586082,4.363265,-1.426872,-1.287228,-1.649165,0.225229,0.9955,0.52165,0.226685,0.01741
1.595463,4.95313,4.627044,2.957529,2.868606,-0.566583,-1.482289,-0.819733,0.476035,0.732042,0.974204,0.936911,0.076434
0.608706,4.489642,3.013614,2.656968,3.775004,-1.711094,-0.611223,-1.452687,0.753396,0.173853,0.33578,0.613463,-0.028786
5.883925,1.121395,5.229398,1.479689,3.098176,-0.584862,-1.2307,-1.282614,0.588473,0.774112,0.851991,0.927223,0.01019
5.690976,6.096788,1.946338,3.087556,2.777042,-0.564544,-0.528669,-1.683828,0.982186,0.282532,0.785129,0.401575,0.031683
3.66096,2.102147,9.065423,3.860847,3.811833,-0.941781,-0.922558,-1.947494,0.593515,0.466739,0.335572,0.580994,-0.015227
3.633581,1.889487,2.481067,8.11274,4.327048,-1.312689,-1.789065,-1.225294,0.050184,0.086524,0.054782,0.965114,-0.001987
1.893033,1.811871,2.046323,4.29928,4.469579,-1.457721,-1.844643,-1.167215,0.398752,0.103836,0.773522,0.196333,-0.025224
1.278364,7.695688,0.734769,9.922015,4.62412,-0.943556,-1.76943,-1.911135,0.558158,0.47721,0.928311,0.577101,-0.029952
4.394277,3.152306,4.730608,4.313264,3.109154,-1.704214,-0.811665,-0.593275,0.298396,0.234366,0.110968,0.365375,-0.035725
2.616808,0.883457,3.832756,2.385301,3.0357,-1.38986,-1.137327,-0.508513,0.831651,0.352858,0.738673,0.185584,-0.011907
8.89609,7.247452,9.82903,3.668506,5.113702,-1.759416,-1.844981,-1.509306,0.137809,0.428286,0.504036,0.245804,0.011876
2.27895,2.045503,5.731776,2.993927,3.955003,-0.983468,-1.625561,-1.345974,0.42492,0.178514,0.952179,0.600996,0.018013
0.800383,6.751986,9.123784,9.738129,2.754074,-0.514104,-1.125664,-1.114306,0.349253,0.820216,0.547272,0.312,0.029471
6.319801,8.95898,9.812659,0.80402,4.39796,-1.857033,-1.855271,-0.685656,0.852178,0.379789,0.281809,0.964345,-0.002539
8.495331,7.606952,3.217939,2.428662,4.626098,-1.940888,-1.772451,-0.912759,0.218724,0.854847,0.209914,0.698561,0.012104
2.387749,1.199018,6.448603,8.812448,4.024143,-0.902094,-1.618181,-1.503869,0.625455,0.918547,0.242197,0.961927,-0.012952
3.934187,0.606015,3.440103,7.63443,2.885334,-0.824535,-0.79124,-1.269559,0.6237,0.931536,0.542274,0.687146,-0.012701
1.888825,1.435741,5.548242,8.075927,3.633392,-0.626204,-1.194054,-1.813134,0.606828,0.605213,0.214688,0.301742,-0.070484
4.315932,4.223563,6.981497,1.390523,4.415962,-1.178028,-1.587563,-1.650371,0.31299,0.14245,0.156768,0.99127,-0.042338
9.116051,5.415212,1.037824,4.253378,3.529339,-0.855015,-1.397614,-1.27671,0.231565,0.076852,0.479601,0.086039,-0.036265
5.75619,5.213993,7.611894,2.827057,2.37222,-0.546931,-0.591714,-1.233575,0.92825,0.773134,0.655277,0.938898,0.087782
5.770107,9.717602,2.419835,2.478987,3.64133,-1.529133,-1.342111,-0.770087,0.472112,0.554342,0.670271,0.378596,-0.009059
3.344332,8.814638,4.349289,8.501428,3.855881,-0.740433,-1.237171,-1.878276,0.530247,0.515506,0.521707,0.503779,0.031499
3.56388,2.565004,9.547139,5.805675,4.319242,-0.667741,-1.717523,-1.933977,0.238573,0.154469,0.188585,0.559406,-0.030566
8.477948,7.820857,4.56735,7.119289,3.579979,-1.327824,-1.01497,-1.237186,0.837675,0.434477,0.381679,0.181811,0.04445
8.570369,5.446027,9.707937,9.002743,3.818237,-1.054073,-1.659901,-1.104263,0.749978,0.798305,0.561256,0.604379,0.077476
8.064583,4.791228,8.374936,1.739889,4.205337,-0.771349,-1.626945,-1.807043,0.993389,0.857989,0.991687,0.86946,0.072961
8.999057,2.989878,4.474152,8.043461,4.214334,-1.952624,-0.904896,-1.356814,0.867349,0.700553,0.836276,0.93103,0.076592
8.070456,8.703541,2.81557,4.194127,2.958414,-0.59193,-0.974534,-1.39195,0.540046,0.065036,0.704531,0.193893,-0.018716
9.011316,9.064737,8.683452,6.462979,4.952785,-1.678358,-1.602408,-1.672019,0.24669,0.195584,0.514066,0.455316,0.027686
3.189083,3.350761,3.253896,2.077109,3.279514,-0.811434,-0.93188,-1.5362,0.938249,0.127496,0.864247,0.864245,0.058234
0.584133,5.215793,8.600055,1.436586,4.481154,-1.78026,-1.945757,-0.755137,0.925545,0.65728,0.475975,0.986514,-0.060744
9.014864,7.026713,4.719881,1.210872,4.631762,-1.345567,-1.951503,-1.334692,0.054591,0.736111,0.849372,0.555606,0.017926
4.326385,4.436,4.788771,1.62282,4.486872,-1.448978,-1.995213,-1.042681,0.712844,0.946749,0.066609,0.243592,0.025513
4.308633,5.225948,6.132216,3.64194,3.120567,-1.223635,-0.982617,-0.914315,0.984639,0.125095,0.173923,0.876355,0.044784
4.811526,7.158348,3.026984,7.588438,3.848293,-1.738507,-1.23572,-0.874067,0.606418,0.968335,0.742847,0.812351,0.082503
4.189746,0.612039,2.369837,9.015252,2.84271,-0.921581,-1.398321,-0.522808,0.992675,0.173617,0.054313,0.815891,0.014689
7.882371,9.507755,8.858698,4.817564,3.277276,-0.934314,-1.028907,-1.314056,0.355595,0.610183,0.817507,0.571582,0.064058
4.041125,2.25587,2.622234,9.858847,3.218978,-1.482197,-1.104873,-0.631908,0.107842,0.701954,0.103909,0.63054,-0.023156
1.738497,8.704295,9.443807,9.017599,3.702348,-1.992807,-0.554202,-1.155339,0.595551,0.333675,0.298223,0.27491,-0.013096
8.340287,3.257088,7.356804,5.906302,4.195948,-1.479029,-1.87,-0.84692,0.964511,0.879527,0.537009,0.396434,0.065697
1.367631,3.452388,8.209992,6.269255,3.425519,-0.70012,-0.823406,-1.901993,0.714481,0.418126,0.269593,0.885194,0.007035
4.841964,5.289131,6.517376,6.147945,3.083053,-1.355354,-0.521316,-1.206382,0.819231,0.494775,0.217371,0.345805,0.042557
9.380968,3.229634,0.60757,8.284412,3.849062,-1.27047,-0.788335,-1.790257,0.420162,0.412222,0.218899,0.711187,0.009474
9.379103,6.466219,4.328457,8.665515,2.216844,-0.67469,-0.813672,-0.728482,0.063641,0.522227,0.821585,0.689942,0.046116
1.615867,9.89398,6.765169,9.903881,3.136835,-0.961858,-1.634924,-0.540053,0.083105,0.650351,0.322757,0.918067,0.051191
9.159626,7.573164,1.717196,9.250723,3.98867,-1.674941,-1.612428,-0.7013,0.188222,0.656396,0.521823,0.394347,0.010536
3.429508,1.345944,3.486036,1.7346,3.172115,-0.853185,-1.481422,-0.837508,0.897283,0.352998,0.210426,0.379435,-0.011806
0.724807,9.405685,7.748349,1.654804,2.655777,-0.766608,-1.179872,-0.709298,0.699109,0.714153,0.18332,0.706338,-0.031216
2.328076,8.459794,9.592594,4.198349,3.904309,-0.616786,-1.364759,-1.922764,0.97401,0.388639,0.37073,0.130086,-0.012691
4.455076,7.732727,9.270776,7.674747,3.699433,-1.943701,-1.063703,-0.69203,0.144162,0.870823,0.696289,0.991369,0.08244
9.111257,5.922205,6.74694,2.877275,4.190756,-0.695634,-1.817709,-1.677413,0.130797,0.18235,0.716927,0.111282,-0.005315
2.730633,9.759103,5.538745,2.030793,3.845462,-1.983949,-0.617465,-1.244048,0.495204,0.626857,0.714935,0.094969,0.012005
6.930732,2.522304,4.498266,7.400319,3.769992,-1.592009,-0.60354,-1.574443,0.682631,0.801097,0.960071,0.697409,0.074447
3.513649,5.255162,1.298055,2.799022,4.335833,-1.490256,-1.452074,-1.393504,0.676717,0.609437,0.659156,0.559869,0.019628
1.818383,7.907368,4.40038,2.188723,2.048816,-0.606366,-0.726472,-0.715979,0.353106,0.112007,0.257,0.492245,-0.027778
3.665199,3.526168,5.723076,3.743336,3.522149,-1.589211,-0.770637,-1.162301,0.47835,0.315627,0.199571,0.749002,0.008613
3.546459,4.299237,5.092361,7.775137,2.068963,-0.700909,-0.766027,-0.602027,0.596276,0.871143,0.172523,0.580701,0.041613
3.847666,4.627367,1.120615,4.498233,3.720278,-1.530093,-1.441074,-0.749111,0.338883,0.172554,0.713433,0.705736,-0.020879
2.060037,8.40115,3.201655,9.747564,4.060921,-1.902467,-1.399467,-0.758988,0.423748,0.182964,0.178791,0.517955,-0.024617
3.526275,8.96732,1.894932,1.444333,3.232644,-0.7655,-1.809525,-0.657619,0.751369,0.489483,0.790878,0.402069,-0.018071
9.805348,4.468663,4.294567,1.324433,2.919929,-0.869462,-1.376004,-0.674464,0.564809,0.561433,0.087152,0.982705,-0.028963
9.390946,5.427866,0.580397,2.747217,3.055404,-1.183326,-1.182589,-0.689489,0.591078,0.335424,0.744279,0.586517,-0.035443
0.82693,0.645668,0.977196,2.061471,4.058229,-1.629367,-0.817371,-1.611492,0.589526,0.691646,0.896654,0.117227,-0.056659
3.745487,4.123437,9.145,8.994198,4.578787,-1.977737,-1.696187,-0.904863,0.611119,0.132975,0.276804,0.59798,0.012106
8.639584,8.172126,4.560908,9.719476,3.602278,-0.631853,-1.195898,-1.774526,0.689011,0.333494,0.980587,0.395138,0.057938
4.435402,9.978042,8.5073,7.690496,3.072257,-1.519579,-1.030466,-0.522212,0.121488,0.156125,0.863222,0.216678,0.023619
7.165782,4.510328,3.055547,7.243376,4.221475,-1.535319,-1.53389,-1.152266,0.680987,0.301977,0.816551,0.227262,0.026108
7.602868,6.744996,1.836793,8.142564,5.548076,-1.891539,-1.756994,-1.899543,0.797264,0.332166,0.226899,0.716867,0.049743
9.848548,2.632393,3.355862,2.263507,4.411417,-1.150062,-1.599663,-1.661692,0.680289,0.82416,0.159904,0.849754,-0.007978
3.204268,7.656385,9.820609,4.419287,4.124456,-0.728891,-1.619232,-1.776333,0.940067,0.657488,0.074072,0.319463,0.015807
1.007565,7.118076,5.081606,9.072875,3.25249,-1.61024,-1.11129,-0.530959,0.163138,0.94799,0.971822,0.21835,0.052376
3.420046,9.603111,8.044181,6.395027,4.279254,-1.550704,-1.824549,-0.904001,0.517766,0.719267,0.269324,0.270326,0.025482
7.338663,1.739412,8.91568,0.887012,3.361314,-0.87884,-1.151175,-1.3313,0.739385,0.966077,0.318024,0.823488,-0.041268
2.122675,8.506848,8.976123,5.297072,4.342035,-1.5649,-1.954746,-0.822389,0.634926,0.26357,0.629958,0.452077,0.012219
2.323433,9.988232,2.755578,6.880892,2.569413,-0.741135,-1.265448,-0.56283,0.56194,0.248241,0.990208,0.546739,-0.010168
5.265736,2.106743,8.809764,2.037595,3.870175,-1.422301,-0.76103,-1.686844,0.262196,0.249692,0.749592,0.833671,-0.012653
4.046471,1.937512,3.305092,7.066073,3.818243,-1.526257,-0.891721,-1.400265,0.719249,0.894057,0.557298,0.960189,0.053063
2.390248,1.122284,1.561798,3.261857,3.356952,-0.705631,-1.162033,-1.489288,0.962478,0.991262,0.435657,0.703966,0.027191
8.644067,8.775357,8.95891,4.473077,3.382194,-0.984479,-1.778038,-0.619677,0.499452,0.918453,0.867628,0.171403,0.073438
9.216108,8.802661,3.707289,2.438858,3.912562,-1.035692,-1.739745,-1.137124,0.732319,0.865919,0.746338,0.59375,0.048832
1.710002,8.477061,6.861016,5.074766,4.814635,-1.40673,-1.573209,-1.834696,0.07566,0.719697,0.289685,0.413833,0.020101
6.753226,2.515658,1.336673,2.281574,4.704426,-1.999741,-1.239031,-1.465655,0.922432,0.287457,0.712795,0.764137,-0.006549
9.562396,1.90156,4.116094,7.13973,4.325289,-1.058255,-1.879712,-1.387322,0.580021,0.554372,0.265961,0.361337,-0.004111
4.606293,5.363738,5.2429,4.402164,2.206037,-0.750002,-0.638466,-0.817569,0.787871,0.501285,0.944689,0.127478,0.068731
7.78729,0.924761,4.574363,3.798022,2.694334,-0.699559,-1.144562,-0.850214,0.428831,0.724832,0.995702,0.608796,0.022794
3.038573,1.615569,1.481895,8.281362,2.926182,-0.783683,-1.050273,-1.092226,0.055807,0.352427,0.781336,0.129501,-0.053141
8.69244,1.719561,3.442869,9.102111,3.997758,-1.451059,-0.602971,-1.943728,0.420481,0.5991,0.777108,0.459545,-0.00348
9.573604,2.327881,2.850652,8.519411,3.849501,-0.698547,-1.161196,-1.989757,0.578087,0.596834,0.115053,0.935379,0.032433
9.580127,2.325607,6.230086,6.907593,4.412674,-1.873796,-0.569133,-1.969744,0.764215,0.992243,0.939378,0.706662,0.06892
9.313623,2.619804,1.074656,6.329048,4.109354,-0.932283,-1.813068,-1.364003,0.448021,0.761138,0.542679,0.827091,0.00199
2.001008,9.090216,5.828437,9.825786,4.389427,-1.260423,-1.137363,-1.99164,0.542899,0.070889,0.175186,0.522531,-0.02802
5.52204,1.629729,0.62044,2.138811,4.644087,-1.362323,-1.405085,-1.876679,0.729743,0.226624,0.561859,0.434405,-0.030704
3.376023,2.860715,4.821108,2.546041,2.999277,-0.549592,-0.753975,-1.69571,0.386794,0.809938,0.522811,0.24199,0.009507
5.306905,2.452792,5.414825,4.964973,2.853706,-0.952709,-1.39163,-0.509366,0.16044,0.958669,0.867021,0.18352,0.026496
7.745244,4.311693,7.893386,0.917804,3.457962,-1.425012,-1.291345,-0.741605,0.576198,0.851929,0.172012,0.788637,-0.004614
5.279096,5.45803,4.123039,9.860768,2.441075,-1.028213,-0.790346,-0.622516,0.462567,0.287156,0.252946,0.663104,0.021423
1.596736,5.744044,5.888295,2.434392,3.762364,-1.019351,-0.869846,-1.873167,0.769447,0.733218,0.096916,0.15905,-0.033336
7.21445,2.265906,3.889059,9.012663,3.675266,-0.722557,-1.249246,-1.703463,0.837425,0.599088,0.975245,0.772472,0.061052
9.35802,6.903824,9.654169,8.841233,4.210296,-1.329121,-1.154199,-1.726976,0.166991,0.786269,0.323465,0.069514,0.022016
1.260139,4.904129,5.851224,8.912837,4.399574,-1.742823,-1.295093,-1.361658,0.787558,0.393468,0.308502,0.604944,-0.011454
3.399569,2.254327,3.971854,1.004649,3.787511,-0.523777,-1.606826,-1.656909,0.709264,0.203841,0.212031,0.117094,-0.020256
9.976661,6.499835,7.001027,8.571227,3.391975,-1.069323,-0.78864,-1.534012,0.687375,0.792953,0.31246,0.959299,0.082076
3.586814,0.727392,4.313681,8.3995,3.865779,-1.191837,-1.414568,-1.259374,0.35127,0.470118,0.274537,0.070863,-0.038749
6.570425,6.825978,0.962812,4.103874,4.356485,-1.816658,-1.740646,-0.799181,0.791413,0.369687,0.229744,0.252275,0.011653
5.943993,1.805272,9.317685,6.159605,2.857682,-1.172604,-1.120213,-0.564865,0.455305,0.667491,0.961225,0.833595,0.054674
7.444489,4.584859,6.381026,7.059657,4.765223,-0.803146,-1.984385,-1.977692,0.305478,0.53599,0.479328,0.874274,0.06156
2.205213,7.499487,9.75631,8.055242,2.230844,-0.958211,-0.505135,-0.767498,0.466007,0.089924,0.140072,0.080466,-0.03443
8.594051,4.828776,3.524553,3.961374,4.227652,-1.358851,-1.719998,-1.148803,0.591141,0.550812,0.526303,0.156498,0.017011
4.357981,2.652802,0.993521,9.973764,4.646739,-1.592828,-1.199355,-1.854556,0.778004,0.768626,0.128011,0.229579,-0.029051
9.133075,5.144759,9.003713,9.387443,4.516534,-1.745735,-0.809093,-1.961706,0.643951,0.316521,0.188842,0.496128,0.038279
4.204079,2.269501,1.974836,1.713701,4.794928,-1.708388,-1.503425,-1.583114,0.815446,0.845065,0.607961,0.164698,0.013354
9.147909,4.037133,0.731065,5.633416,4.15944,-1.140797,-1.276604,-1.742039,0.108639,0.889319,0.173514,0.092276,-0.039503
8.72265,9.007512,4.477224,3.362832,4.389046,-0.786481,-1.647606,-1.954959,0.214501,0.255214,0.825839,0.883806,0.023922
8.31128,0.848436,1.941436,3.392676,3.079352,-0.960513,-1.03688,-1.081959,0.204145,0.805099,0.940855,0.73383,-0.041408
