@relation energydata_complete

@attribute Appliances numeric
@attribute lights numeric
@attribute T1 numeric
@attribute RH_1 numeric
@attribute T2 numeric
@attribute RH_2 numeric
@attribute T3 numeric
@attribute RH_3 numeric
@attribute T4 numeric
@attribute RH_4 numeric
@attribute T5 numeric
@attribute RH_5 numeric
@attribute T6 numeric
@attribute RH_6 numeric
@attribute T7 numeric
@attribute RH_7 numeric
@attribute T8 numeric
@attribute RH_8 numeric
@attribute T9 numeric
@attribute RH_9 numeric
@attribute T_out numeric
@attribute Press_mm_hg numeric
@attribute RH_out numeric
@attribute Windspeed numeric
@attribute Visibility numeric
@attribute Tdewpoint numeric
@attribute rv1 numeric

@data
120,0,23,37.766667,20.633333,38.096667,23.7,33.9,22.35,32.334,21.856667,69.393333,5.996667,10.093333,21.76,25.633333,23.89,33.933333,20.633333,33.73,6.3,758.2,62,6,40,-0.5,5.356465
120,0,23,37.43,20.566667,37.863333,23.666667,33.863333,22.39,32.225714,21.73,66.06,5.763333,9.793333,21.7,25.7,23.963333,34,20.6,33.59,6.08,758.25,63,5.666667,40,-0.5,25.120708
120,0,23,37.1725,20.5,37.73,23.6,33.73,22.29,32.09,21.6,61.86,5.563333,10.4,21.7,25.7,24,34,20.6,33.53,5.87,758.3,64,5.333333,40,-0.5,45.193305
110,0,22.926667,36.933333,20.463333,37.663333,23.6,33.73,22.29,32.051429,21.6,59.4,5.33,11.593333,21.7,25.79,24,34,20.6,33.4,5.65,758.35,65,5,40,-0.5,13.170367
110,0,22.89,36.76,20.39,37.59,23.6,33.73,22.272,32.014,21.463333,57.226667,5.123333,12.26,21.614286,25.712857,24.1,34.09,20.6,33.326667,5.43,758.4,66,4.666667,40,-0.5,22.259113
110,0,22.89,36.626667,20.29,37.59,23.6,33.7,22.264286,31.89,21.39,55.966667,4.933333,13.296667,21.6,25.796,24.1,34.09,20.6,33.2,5.22,758.45,67,4.333333,40,-0.5,34.213318
100,0,22.89,36.53,20.29,37.663333,23.6,33.7,22.236,32,21.39,54.593333,4.8,14.023333,21.6,26.1,24.1,34.3,20.6,33,5,758.5,68,4,40,-0.5,43.573297
110,0,22.823333,36.463333,20.2,37.59,23.6,33.7,22.238571,31.891429,21.39,54.066667,4.626667,15.026667,21.6,26.434,24.166667,34.633333,20.533333,33.156667,4.9,758.6,68.333333,4,40,-0.533,27.633529
60,10,22.79,36.29,20.2,37.723333,23.6,33.76,22.2,31.79,21.29,53.833333,4.366667,15.693333,21.6,26.694286,24.2,34.933333,20.533333,33.363333,4.8,758.7,68.666667,4,40,-0.567,42.701959
70,0,22.79,36.29,20.1,37.89,23.633333,33.933333,22.2,31.79,21.29,53.626667,3.93,18,21.6,26.93,24.2,35.133333,20.566667,33.53,4.7,758.8,69,4,40,-0.6,21.148071
60,0,22.76,36.433333,20.1,38.163333,23.633333,34,22.2,31.79,21.29,53.363333,3.656667,20.666667,21.6,27.468571,24.23,35.463333,20.5,33.723333,4.6,758.9,69.333333,4,40,-0.633,36.15005
70,0,22.7,36.633333,19.963333,38.09,23.6,34.03,22.2,31.79,21.2225,52.9975,3.45,23.745,21.6,27.934,24.29,35.663333,20.533333,34.066667,4.5,759,69.666667,4,40,-0.667,49.486114
90,10,22.666667,36.6,19.89,38.09,23.6,34.09,22.16,31.81,21.2,52.626667,3.26,25.166667,21.657143,28.267143,24.29,35.845,20.6,34.4,4.4,759.1,70,4,40,-0.7,16.280635
60,0,22.6,36.326667,19.856667,38.06,23.6,34.245,22.171429,31.818571,21.2,52.333333,3.066667,25.56,21.68,28.5,24.29,36.066667,20.533333,34.73,4.12,759.1,71.5,3.666667,40,-0.7,0.902008
60,0,22.6,36.29,19.79,38,23.6,34.4,22.1,31.89,21.2,52.066667,2.863333,27.233333,21.6,28.528571,24.29,36.26,20.6,34.93,3.83,759.1,73,3.333333,40,-0.7,40.773273
60,0,22.6,36.29,19.76,38.163333,23.6,34.4,22.1,31.89,21.2,51.633333,2.656667,27.693333,21.6,28.79,24.29,36.956667,20.566667,35.23,3.55,759.1,74.5,3,40,-0.7,15.605619
60,0,22.5,36.2,19.7,38.163333,23.6,34.5,22.08,31.89,21.2,51.36,2.59,30.093333,21.6,28.952857,24.29,37.563333,20.566667,35.363333,3.27,759.1,76,2.666667,40,-0.7,34.779744
50,0,22.5,36.126667,19.6,38.23,23.6,34.5,22.075,31.9725,21.166667,51.133333,2.463333,30.566667,21.6,29.12,24.29,38.266667,20.6,35.53,2.98,759.1,77.5,2.333333,40,-0.7,2.235348
60,0,22.5,36,19.525,38.3725,23.6,34.59,22.071429,31.968571,21.1,50.86,2.26,31.13,21.6,29.254286,24.163333,38.526667,20.525,35.695,2.7,759.1,79,2,40,-0.7,47.971379
60,0,22.5,35.933333,19.5,38.466667,23.6,34.59,22,31.89,21.1,50.633333,2.2,31.723333,21.6,29.474,24.1,38.963333,20.566667,35.863333,2.58,759.1,79.833333,2,40,-0.667,16.785141
60,0,22.463333,35.863333,19.39,38.5,23.6,34.7,22,31.984286,21.1,50.433333,2.163333,32.73,21.6,29.928571,24.1,39.296667,20.533333,36.126667,2.47,759.1,80.666667,2,40,-0.633,46.11758
60,0,22.39,35.73,19.323333,38.5,23.6,34.76,22,32,21.066667,50.193333,2.03,32.456667,21.6,30.316,24,39.693333,20.6,36.26,2.35,759.1,81.5,2,40,-0.6,26.962532
60,0,22.39,35.7,19.29,38.5,23.5,34.826667,22,32.025714,21.066667,50,1.596667,31.633333,21.6,30.6,24,40.1,20.6,36.53,2.23,759.1,82.333333,2,40,-0.567,44.511241
60,0,22.356667,35.59,19.23,38.5,23.5,34.9,22,32.09,21,49.863333,1.196667,31.76,21.66,30.66,23.89,40.39,20.6,36.663333,2.12,759.1,83.166667,2,40,-0.533,15.375176
60,0,22.29,35.53,19.2,38.5,23.463333,34.79,22,32.09,21,49.656667,0.866667,32.866667,21.6,30.882857,23.89,40.723333,20.566667,36.826667,2,759.1,84,2,40,-0.5,32.132327
50,0,22.29,35.5,19.133333,38.56,23.39,34.79,22,32.09,21,49.5,0.666667,33.533333,21.6,31.098,23.856667,41.03,20.5,37.026667,2.03,759.1,83.833333,2,40,-0.483,19.323703
50,0,22.29,35.5,19.066667,38.56,23.39,34.7,21.968571,32.09,21,49.433333,0.533333,34.463333,21.642857,31.44,23.79,41.09,20.6,37.126667,2.07,759.1,83.666667,2,40,-0.467,0.387771
60,0,22.2,35.326667,19,38.5,23.39,34.7,21.89,32.09,21,49.29,0.325,35.195,21.6625,31.6625,23.79,41.433333,20.6,37.26,2.1,759.1,83.5,2,40,-0.45,20.005983
60,0,22.2,35.326667,18.963333,38.53,23.356667,34.663333,21.89,32.09,21,49.23,0.3,36.063333,21.7,31.7,23.79,41.5,20.5,37.433333,2.13,759.1,83.333333,2,40,-0.433,0.826894
50,0,22.2,35.29,18.89,38.53,23.29,34.59,21.934,32.112,20.926667,49.09,0.6,38.233333,21.657143,31.6,23.7,41.633333,20.5,37.56,2.17,759.1,83.166667,2,40,-0.417,3.913115
60,0,22.2,35.29,18.856667,38.59,23.29,34.663333,21.89,32.2,20.926667,49.03,1,39.566667,21.66,31.62,23.7,42.026667,20.533333,37.73,2.2,759.1,83,2,40,-0.4,2.077524
60,0,22.166667,35.2,18.79,38.59,23.29,34.663333,21.89,32.2,20.89,48.845,1.23,39.693333,21.628571,31.725714,23.7,42.39,20.6,37.863333,2.15,759.066667,83.666667,2.166667,40,-0.35,0.578609
60,0,22.1,35.2,18.79,38.7,23.29,34.7,21.89,32.2,20.89,48.76,1.29,39.9,21.64,31.934,23.7,42.59,20.533333,37.933333,2.1,759.033333,84.333333,2.333333,40,-0.3,38.949385
60,0,22.1,35.2,18.73,38.7,23.29,34.7,21.85,32.156,20.89,48.626667,1.2,39.36,21.642857,32.012857,23.6,42.5,20.533333,38,2.05,759,85,2.5,40,-0.25,21.162652
60,0,22.1,35.2,18.7,38.79,23.23,34.626667,21.89,32.2,20.856667,48.526667,1.133333,40.026667,21.66,32.174,23.6,42.53,20.533333,38.126667,2,758.966667,85.666667,2.666667,40,-0.2,16.714299
30,0,22.066667,35.163333,18.7,38.79,23.23,34.656667,21.79,32.156,20.856667,48.466667,1.166667,40.963333,21.7,32.321429,23.6,42.663333,20.533333,38.2,1.95,758.933333,86.333333,2.833333,40,-0.15,35.801749
40,0,22,35.09,18.6,38.826667,23.23,34.73,21.832857,32.222857,20.79,48.29,1.226667,41.696667,21.7,32.44,23.5,42.863333,20.5,38.29,1.9,758.9,87,3,40,-0.1,43.377346
30,0,22,35.09,18.575,38.9,23.2,34.59,21.83,32.236,20.79,48.29,1.663333,43.656667,21.657143,32.512857,23.5,42.863333,20.5,38.363333,1.92,758.883333,87,2.833333,40,-0.0667,42.660357
30,0,22,35.163333,18.5,38.966667,23.2,34.59,21.79,32.2,20.79,48.163333,1.663333,43.396667,21.68,32.59,23.5,42.826667,20.5,38.5,1.93,758.866667,87,2.666667,40,-0.0333,4.960979
60,0,21.89,35.126667,18.5,39,23.1,34.59,21.79,32.29,20.79,48.09,1.463333,43.166667,21.6,32.564286,23.5,42.826667,20.533333,38.626667,1.95,758.85,87,2.5,40,0,47.464671
70,0,21.89,35.2,18.5,39,23.1,34.59,21.79,32.29,20.79,48.06,1.463333,44.633333,21.64,32.5,23.5,42.7,20.533333,38.76,1.97,758.833333,87,2.333333,40,0.0333,12.140245
70,0,21.89,35.2,18.463333,39.06,23.1,34.7,21.79,32.356,20.79,48,1.663333,45.926667,21.657143,32.51,23.426667,42.566667,20.5,38.79,1.98,758.816667,87,2.166667,40,0.0667,36.597766
50,0,21.89,35.2,18.39,39,23.1,34.76,21.79,32.4,20.79,47.966667,1.79,46.2,21.62,32.594,23.39,42.466667,20.5,38.863333,2,758.8,87,2,40,0.1,32.03308
70,0,21.823333,35.126667,18.39,39,23.133333,34.79,21.7,32.4,20.73,47.9,1.695,45.645,21.628571,32.751429,23.39,42.466667,20.5,38.9,2,758.75,87.833333,2,40,0.217,29.458608
50,0,21.79,35.2,18.39,39,23.2,34.79,21.7,32.4,20.7,47.79,1.5,45.993333,21.66,32.856,23.39,42.466667,20.5,38.9,2,758.7,88.666667,2,40,0.333,1.802457
50,0,21.79,35.2,18.39,39,23.2,34.79,21.7,32.4,20.7,47.73,1.5,46.86,21.6,32.884286,23.39,42.266667,20.5,39.03,2,758.65,89.5,2,40,0.45,39.027379
60,0,21.79,35.2,18.323333,39.06,23.2,34.863333,21.7,32.4,20.7,47.7,1.533333,47.596667,21.6,32.96,23.39,42.06,20.5,39.09,2,758.6,90.333333,2,40,0.567,41.852421
50,0,21.79,35.2,18.356667,39.09,23.29,35.03,21.7,32.471429,20.7,47.626667,1.6,47.93,21.6,33.025714,23.39,41.933333,20.5,39.09,2,758.55,91.166667,2,40,0.683,25.092806
60,0,21.76,35.29,18.29,39.09,23.29,35.09,21.7,32.5,20.7,47.59,1.633333,48.33,21.6,33.054,23.39,41.663333,20.5,39.163333,2,758.5,92,2,40,0.8,44.390912
50,0,21.7,35.29,18.29,39.09,23.29,35.09,21.642857,32.442857,20.7,47.53,1.76,48.796667,21.6,33.077143,23.323333,41.53,20.5,39.2,2.03,758.466667,92,1.833333,40,0.833,31.943417
60,0,21.7,35.29,18.29,39.163333,23.29,35.163333,21.66,32.46,20.7,47.5,1.933333,49.53,21.6,33.09,23.29,41.4,20.5,39.333333,2.07,758.433333,92,1.666667,40,0.867,25.679694
70,0,21.7,35.363333,18.29,39.23,23.29,35.2,21.7,32.525714,20.65,47.37,2.06,49.93,21.6,33.09,23.29,41.326667,20.5,39.433333,2.1,758.4,92,1.5,40,0.9,11.074442
50,0,21.7,35.4,18.29,39.29,23.365,35.295,21.6,32.5,20.7,47.326667,2.126667,49.963333,21.6,33.09,23.2,41.06,20.5,39.56,2.13,758.366667,92,1.333333,40,0.933,34.756293
70,0,21.7,35.4,18.26,39.29,23.39,35.4,21.6,32.5,20.7,47.26,2.2,50.09,21.6,33.09,23.2,41.045,20.5,39.59,2.17,758.333333,92,1.166667,40,0.967,10.004013
50,0,21.6,35.326667,18.2,39.23,23.39,35.4,21.6,32.5,20.633333,47.126667,2.2,50.09,21.6,33.235714,23.2,41,20.5,39.59,2.2,758.3,92,1,40,1,19.636974
50,0,21.6,35.4,18.2,39.245,23.39,35.4,21.6,32.5,20.6,47.09,2.26,50.223333,21.6,33.356,23.2,41,20.5,39.59,2.33,758.266667,92,1.166667,37.166667,1.13,30.832984
50,0,21.6,35.4,18.2,39.29,23.39,35.5,21.6,32.5,20.6,47.03,2.29,50.23,21.6,33.428571,23.133333,40.933333,20.5,39.59,2.47,758.233333,92,1.333333,34.333333,1.27,14.823587
60,0,21.6,35.4,18.2,39.23,23.39,35.5,21.6,32.572,20.6,46.966667,2.363333,50.43,21.6,33.5,23.1,40.9,20.5,39.59,2.6,758.2,92,1.5,31.5,1.4,24.757969
50,0,21.5,35.4,18.2,39.29,23.39,35.59,21.5625,32.5675,20.6,46.9,2.53,50.7,21.6,33.564286,23.1,40.9,20.5,39.59,2.73,758.166667,92,1.666667,28.666667,1.53,42.408711
60,0,21.5,35.4,18.2,39.29,23.39,35.663333,21.6,32.59,20.6,46.863333,2.6725,50.645,21.6,33.536,23.1,40.79,20.5,39.59,2.87,758.133333,92,1.833333,25.833333,1.67,38.015339
60,0,21.5,35.5,18.2,39.29,23.39,35.626667,21.585714,32.652857,20.6,46.79,2.76,50.76,21.6,33.564286,23.033333,40.73,20.5,39.59,3,758.1,92,2,23,1.8,43.093365
60,0,21.5,35.5,18.2,39.29,23.39,35.7,21.5,32.7,20.6,46.7,2.933333,51.066667,21.6,33.59,23.066667,40.723333,20.5,39.59,2.95,758.066667,92.5,1.833333,25.833333,1.82,25.407626
60,0,21.5,35.5,18.2,39.4,23.39,35.7,21.5,32.725714,20.533333,46.7,3.06,51.333333,21.6,33.512857,23,40.59,20.5,39.59,2.9,758.033333,93,1.666667,28.666667,1.83,48.258185
50,0,21.5,35.59,18.2,39.4,23.463333,35.76,21.5,32.79,20.566667,46.59,3.23,51.433333,21.6,33.518,23,40.56,20.5,39.59,2.85,758,93.5,1.5,31.5,1.85,36.256341
50,0,21.5,35.59,18.2,39.4,23.39,35.7,21.5,32.79,20.566667,46.59,3.363333,51.56,21.6,33.668571,23,40.5,20.5,39.59,2.8,757.966667,94,1.333333,34.333333,1.87,14.154559
40,0,21.5,35.756667,18.2,39.4,23.463333,35.76,21.5,32.812,20.566667,46.5,3.53,51.86,21.6,33.656,22.926667,40.59,20.5,39.663333,2.75,757.933333,94.5,1.166667,37.166667,1.88,22.736933
50,0,21.5,36.223333,18.2,39.933333,23.356667,35.4,21.5,32.928571,20.5,46.433333,3.663333,52.193333,21.514286,33.312857,23,40.463333,20.5,39.76,2.7,757.9,95,1,40,1.9,12.41555
70,0,21.5,36.326667,18.2,40,23.23,34.926667,21.5,33.29,20.5,46.133333,3.963333,52.4,21.5,33.16,22.89,40.133333,20.5,39.626667,2.82,757.9,94.333333,1.166667,40,1.92,4.651809
70,0,21.5,36.466667,18.2,40.2,23.166667,34.56,21.5,33.38625,20.5,45.86,4.156667,51.933333,21.468571,32.897143,22.89,39.933333,20.5,39.526667,2.93,757.9,93.666667,1.333333,40,1.93,22.255072
70,0,21.5,36.7,18.26,40.46,23.1,34.5,21.5,33.4,20.5,45.526667,4.333333,50.233333,21.434,32.7,22.89,39.633333,20.5,39.266667,3.05,757.9,93,1.5,40,1.95,20.989173
70,0,21.5,36.76,18.39,40.526667,23,34.4,21.5,33.376,20.5,45.2675,4.466667,47.766667,21.452857,32.824286,22.89,39.433333,20.426667,38.723333,3.17,757.9,92.333333,1.666667,40,1.97,47.244382
80,10,21.5,36.56,18.463333,40.326667,23,34.475,21.5,33.5,20.5,45.03,4.793333,46.966667,21.434,32.834,22.79,39.163333,20.5,38.463333,3.28,757.9,91.666667,1.833333,40,1.98,45.915977
100,0,21.5,36.5,18.633333,40.026667,22.926667,34.5,21.5,33.634,20.5,44.76,5.06,44.166667,21.39,32.764286,22.79,39.03,20.5,38.1,3.4,757.9,91,2,40,2,42.10751
80,0,21.5,36.56,18.7,39.826667,22.89,34.566667,21.5,33.738571,20.5,44.626667,4.966667,43.933333,21.39,32.656,22.79,38.845,20.426667,37.693333,3.5,757.933333,90.5,2.333333,37.666667,2.03,38.903948
70,0,21.5,36.5,18.65,39.645,22.89,34.7,21.56,33.776,20.426667,44.29,4.833333,43.8,21.39,32.652857,22.79,38.7,20.39,37.333333,3.6,757.966667,90,2.666667,35.333333,2.07,28.746487
120,10,21.5,36.53,18.6,39.59,22.89,34.633333,21.6,33.971429,20.5,44.23,4.64,44.745,21.39,32.7,22.79,38.7,20.39,37.066667,3.7,758,89.5,3,33,2.1,39.231591
70,10,21.5,36.59,18.6,39.59,22.823333,34.36,21.64,34.036,20.5,44.126667,4.466667,47.393333,21.39,32.595714,22.79,38.626667,20.39,36.745,3.8,758.033333,89,3.333333,30.666667,2.13,41.632749
70,20,21.5,36.53,18.633333,39.53,22.823333,34.326667,21.671429,34.152857,20.426667,44.126667,4.466667,50.333333,21.39,32.254,22.79,38.7,20.39,36.39,3.9,758.066667,88.5,3.666667,28.333333,2.17,43.396117
140,20,21.5,36.796667,18.7,39.53,22.89,34.326667,21.7,34.218,20.666667,51.366667,4.896667,52.89,21.39,32.197143,22.79,38.7,20.463333,36.723333,4,758.1,88,4,26,2.2,45.400352
100,10,21.5,36.663333,18.73,39.223333,22.926667,34.4,21.7,34.321429,20.926667,65.893333,5.296667,53.556667,21.40375,32.53375,22.79,38.7,20.463333,36.76,4.15,758.066667,87.166667,4,26.5,2.2,16.421151
100,10,21.5,36.59,18.79,38.963333,23.066667,34.466667,21.79,34.4,20.856667,65.566667,5.263333,49.03,21.434,32.634,22.79,38.79,20.39,36.566667,4.3,758.033333,86.333333,4,27,2.2,29.888855
320,10,21.445,36.45,18.79,38.863333,23.033333,34.433333,21.847143,34.412857,20.79,64.16,5.19,48.29,21.39,32.564286,22.79,38.863333,20.39,36.466667,4.45,758,85.5,4,27.5,2.2,12.032653
330,0,21.39,36.29,18.79,38.73,23.1,34.5,21.83,34.152,20.7,62.156667,5.026667,48.293333,21.456,32.554,22.79,38.76,20.39,36.466667,4.6,757.966667,84.666667,4,28,2.2,29.541034
120,0,21.39,36.29,18.89,38.7,22.93,34.36,21.79,33.928571,20.7,60.156667,4.966667,47.426667,21.484286,32.398571,22.79,38.626667,20.5,37.36,4.75,757.933333,83.833333,4,28.5,2.2,14.546368
80,0,21.39,37.126667,18.963333,38.9,22.79,34.56,21.79,33.754,20.7,57.123333,5.323333,46.133333,21.5,32.272,22.89,38.466667,20.5,37.433333,4.9,757.9,83,4,29,2.2,28.916437
90,0,21.39,37.126667,19.033333,39.163333,22.79,34.59,21.738571,33.681429,20.633333,54.863333,5.923333,44.266667,21.5,32.168571,22.89,38.326667,20.463333,37.26,4.92,757.9,82.5,4,29,2.13,17.120289
100,0,21.39,36.833333,19.1,38.89,22.79,34.53,21.754,33.876,20.6,53.233333,6.156667,37.066667,21.5,32,22.926667,38.163333,20.463333,37.2,4.93,757.9,82,4,29,2.07,34.55988
90,0,21.39,36.626667,19.2,38.56,22.79,34.5,21.79,34,20.6,52.166667,6.09,38.6,21.557143,31.891429,23,38.03,20.39,36.863333,4.95,757.9,81.5,4,29,2,15.381767
100,0,21.39,36.466667,19.2,38.433333,22.73,34.433333,21.79,34.036,20.6,51.026667,5.6,44.86,21.58,31.81,23,37.9,20.39,36.73,4.97,757.9,81,4,29,1.93,5.280585
90,0,21.39,36.326667,19.2,38.433333,22.73,34.4,21.79,33.955714,20.6,50.36,5,53.933333,21.571429,31.89,23.066667,37.9,20.39,36.663333,4.98,757.9,80.5,4,29,1.87,24.467607
90,0,21.39,36.2,19.26,38.56,22.73,34.326667,21.79,33.878,20.6,50.29,5.16,56.06,21.54,31.89,23.1,37.76,20.463333,36.663333,5,757.9,80,4,29,1.8,35.971948
80,10,21.39,36.2,19.29,38.59,22.745,34.29,21.725714,33.79,20.533333,50.133333,5.3,55.726667,21.514286,31.89,23.1,37.626667,20.463333,36.663333,4.95,757.933333,81.666667,4,30.833333,2.02,9.613046
80,0,21.39,36.23,19.29,38.663333,22.79,34.2,21.7,33.79,20.533333,49.933333,5.5,55.19,21.5,31.89,23.1,37.56,20.39,36.59,4.9,757.966667,83.333333,4,32.666667,2.23,40.590079
220,0,21.39,36.29,19.34,38.79,22.79,34.2,21.7,33.79,20.533333,49.76,5.823333,51.923333,21.542857,31.861429,23.1,37.5,20.39,36.59,4.85,758,85,4,34.5,2.45,15.438878
400,0,21.39,36.29,19.533333,38.663333,22.79,34.2,21.7,33.83125,20.6,49.566667,6.23,47.796667,21.54,31.754,23.1,37.5,20.463333,36.59,4.8,758.033333,86.666667,4,36.333333,2.67,28.332378
90,0,21.39,36.29,19.6,38.53,22.79,34.2,21.7,33.856,20.5,49.333333,6.666667,41.633333,21.571429,31.7,23.1,37.5,20.445,36.645,4.75,758.066667,88.333333,4,38.166667,2.88,27.318691
70,0,21.5,36.5,19.7,38.56,22.73,34.2,21.7,33.971429,20.566667,49.066667,7.126667,37.166667,21.54,31.64,23.1,37.433333,20.463333,36.663333,4.7,758.1,90,4,40,3.1,11.135632
70,0,21.5,36.5,19.7,38.433333,22.79,34.2,21.7,34,20.5,48.833333,7.16,33.623333,21.528571,31.571429,23.1,37.4,20.463333,36.663333,4.93,758.033333,88,4,40,3,36.031507
60,0,21.5,36.5,19.79,38.466667,22.79,34.2,21.7,34.051429,20.5,48.626667,7.493333,33.823333,21.6,31.5,23.166667,37.326667,20.426667,36.626667,5.17,757.966667,86,4,40,2.9,46.211445
80,0,21.5,36.56,19.856667,38.4,22.79,34.2,21.7,34.09,20.5,48.43,8.196667,30.656667,21.6,31.405714,23.2,37.223333,20.5,36.7,5.4,757.9,84,4,40,2.8,22.271222
60,0,21.55,36.545,19.89,38.26,22.79,34.163333,21.7,34.168571,20.5,48.23,7.923333,28.196667,21.6,31.39,23.2,37.09,20.5,36.7,5.63,757.833333,82,4,40,2.7,28.012372
70,10,21.6,36.56,19.89,38.26,22.79,34.09,21.7,34.2,20.5,48.026667,5.533333,42.463333,21.6,31.318571,23.2,37.09,20.5,36.7,5.87,757.766667,80,4,40,2.6,16.833093
60,0,21.6,36.5,19.76,38.4,22.7,34.2,21.7,34.184286,20.5,47.9,4.6,51.796667,21.56,31.29,23.2,37.09,20.426667,36.626667,6.1,757.7,78,4,40,2.5,10.657193
60,0,21.6,36.5,19.7,38.4,22.76,34.2,21.64,34.09,20.5,47.76,4.66,54.933333,21.528571,31.29,23.2,37.06,20.5,36.626667,5.62,757.7,80.333333,3.5,40,2.42,35.010627
70,0,21.6,36.433333,19.79,38.363333,22.76,34.2,21.6,34.09,20.5,47.626667,4.993333,56.266667,21.52,31.29,23.2,37,20.426667,36.53,5.13,757.7,82.666667,3,40,2.33,48.20664
60,0,21.6,36.4,19.79,38.29,22.7,34.2,21.6,34.134,20.5,47.363333,5.293333,56.266667,21.6125,31.29,23.2,36.863333,20.5,36.59,4.65,757.7,85,2.5,40,2.25,39.462917
50,0,21.666667,36.466667,19.823333,38.326667,22.7,34.2,21.614286,34.212857,20.5,47.23,5.893333,56.86,21.7,31.29,23.26,36.863333,20.5,36.73,4.17,757.7,87.333333,2,40,2.17,18.847869
50,0,21.7,36.5,19.89,38.4,22.76,34.2,21.7,34.312,20.5,47.06,6.633333,51.123333,21.7,31.29,23.29,36.79,20.5,36.79,3.68,757.7,89.666667,1.5,40,2.08,20.309799
50,0,21.7,36.5,19.926667,38.29,22.7,34.2,21.7,34.4,20.5,46.933333,7.093333,36.79,21.7,31.238571,23.356667,36.79,20.426667,36.826667,3.2,757.7,92,1,40,2,25.431871
60,0,21.73,36.5,20,38.29,22.7,34.2,21.7,34.4,20.5,46.76,7.295,28.245,21.7,31.2,23.29,36.663333,20.5,36.9,3.85,757.633333,88.5,1.666667,40,2.02,32.322919
70,10,21.79,36.5,20,38.2,22.7,34.245,21.642857,34.365714,20.5,46.6175,7.526667,24.76,21.7,31.128571,23.356667,36.53,20.5,36.9,4.5,757.566667,85,2.333333,40,2.03,0.597853
60,0,21.79,36.4,20.066667,38.2,22.633333,34.23,21.62,34.312,20.5,46.53,7.333333,29.033333,21.736,31.1,23.39,36.4,20.5,36.9,5.15,757.5,81.5,3,40,2.05,6.803042
60,0,21.79,36.4,20.1,37.966667,22.7,34.29,21.7,34.4,20.5,46.4,7.726667,30.163333,21.79,30.951429,23.39,36.4,20.5,36.933333,5.8,757.433333,78,3.666667,40,2.07,2.334872
70,0,21.823333,36.4,20.1,37.925,22.6,34.2,21.7,34.4,20.5,46.326667,7.6,29.29,21.79,30.89,23.463333,36.363333,20.5,36.933333,6.45,757.366667,74.5,4.333333,40,2.08,30.674511
70,0,21.89,36.4,20.166667,37.86,22.6,34.2,21.7,34.457143,20.5,46.163333,7.6,22.63,21.818571,30.89,23.4725,36.345,20.5,37,7.1,757.3,71,5,40,2.1,9.367384
80,0,21.89,36.363333,20.1,37.663333,22.6,34.2,21.7,34.5,20.5,46.03,7.726667,19.63,21.89,30.754,23.566667,36.23,20.5,37,7.02,757.3,70.166667,5.333333,40,1.85,38.849345
60,0,21.89,36.29,20.1,37.53,22.666667,34.26,21.7,34.428571,20.5,45.93,8.033333,17.9,21.984286,30.557143,23.633333,36.163333,20.5,37,6.93,757.3,69.333333,5.666667,40,1.6,28.438531
80,0,22,36.363333,20.133333,37.5,22.7,34.29,21.7,34.4,20.5,45.79,8.3,16.366667,22.02,30.434,23.7,36.09,20.5,37.09,6.85,757.3,68.5,6,40,1.35,15.787503
70,0,22,36.29,20.133333,37.5,22.7,34.23,21.7,34.4,20.39,45.56,7.063333,25.29,22.028571,30.318571,23.7,36,20.5,37.09,6.77,757.3,67.666667,6.333333,40,1.1,0.041232
60,10,22,36.26,20.1,37.5,22.633333,34.23,21.7,34.3725,20.39,45.5,5.93,37.096667,22,30.29,23.7,36,20.5,37.09,6.68,757.3,66.833333,6.666667,40,0.85,2.21488
60,0,22,36.2,20.1,37.5,22.7,34.29,21.7,34.4,20.39,45.4,5.866667,42.833333,22.014286,30.29,23.7,36,20.5,37.03,6.6,757.3,66,7,40,0.6,25.532062
60,0,22,36.2,20.1,37.363333,22.7,34.4,21.7,34.368571,20.463333,45.4,6.333333,38.966667,22.1,30.272,23.7,35.933333,20.566667,37.03,6.43,757.316667,68.166667,6.833333,40,0.867,20.696394
80,0,22.033333,36.23,20.1,37.29,22.7,34.4,21.7,34.4,20.463333,45.333333,6.626667,36.263333,22.1,30.2,23.7,35.863333,20.566667,37.09,6.27,757.333333,70.333333,6.666667,40,1.13,35.056937
80,0,22.1,36.29,20.066667,37.53,22.7,34.4,21.685714,34.292857,20.39,45.2,5.56,41.73,22.04,30,23.7,35.79,20.5,37.09,6.1,757.35,72.5,6.5,40,1.4,10.714113
80,0,22.1,36.26,20,37.59,22.7,34.4,21.6,34.178,20.5,45.133333,4.896667,48.093333,22.1,29.937143,23.7,36.03,20.5,37.03,5.93,757.366667,74.666667,6.333333,40,1.67,14.863863
100,0,22.1,36.2,20,37.663333,22.7,34.5,21.6,34.09,20.5,44.86,5.2725,48.5475,22.1,29.87,23.76,36.09,20.5,37,5.77,757.383333,76.833333,6.166667,40,1.93,30.600797
90,0,22.1,36.163333,20.066667,37.59,22.7,34.5,21.6,34.2,20.5,44.49,5.733333,48.296667,22.1,29.79,23.79,36.09,20.5,36.933333,5.6,757.4,79,6,40,2.2,40.90256
110,0,22.1,36.03,20.1,37.296667,22.7,34.5,21.6,34.292857,20.566667,44.156667,6.366667,38.126667,22.1,29.7,23.856667,36.163333,20.5,36.663333,5.88,757.383333,76.833333,6,40,2.03,30.978086
